"Player","SC","MC","LC","Alley","Cutting","Driving","Dunk","Fadeaway","Hook","Jump","Layup","Pullup","Running","Stepback","Tip","Turnaround","FTp","REBp","ASTp","TOVp","STLp","BLKp","ASD"
"Deyonta Davis",0.679245283018868,0.426229508196721,0.5,0.781818181818182,1,0.625,1,0,0.4,0.382716049382716,0.793103448275862,0.5,0.821428571428571,0,1,0.357142857142857,0.64,0.262934690415606,0.0356234096692112,0.0339270568278202,0.0152671755725191,0.0474978795589483,1.32465
"Diante Garrett",0.545454545454545,0.254545454545455,0.36046511627907,0,0,0.65,0,0.8,1,0.353591160220994,0.653846153846154,0.428571428571429,0.526315789473684,0,0,0,0.833333333333333,0.0923809523809524,0.114285714285714,0.0714285714285714,0.039047619047619,0.00476190476190476,5.18759
"Dillon Brooks",0.78494623655914,0.359477124183007,0.377431906614786,0.4,1,0.645502645502645,1,0.461538461538462,1,0.341216216216216,0.682926829268293,0.425531914893617,0.705128205128205,0.37037037037037,1,0.6,0.746987951807229,0.109268707482993,0.0573979591836735,0.0527210884353742,0.0310374149659864,0.00722789115646259,5.33333
"Dion Waiters",0.63049853372434,0.402071563088512,0.342610364683301,0.333333333333333,1,0.665260196905767,0.970588235294118,0.468354430379747,0.5,0.358808933002481,0.568783068783069,0.480176211453745,0.631578947368421,0.447368421052632,0.5,0.454545454545455,0.699074074074074,0.0934426229508197,0.102459016393443,0.067896174863388,0.0345628415300546,0.00969945355191257,6.21862
"Dirk Nowitzki",0.49746192893401,0.47724708537044,0.386299435028249,0.666666666666667,1,0.780141843971631,1,0.514084507042254,0.4,0.431824733352551,0.76969696969697,0.525773195876289,0.857142857142857,0.554973821989529,0.4,0.432960893854749,0.890987124463519,0.2110083081571,0.0654267371601208,0.0363481873111782,0.0223753776435045,0.0201095166163142,7.10913
"DJ Augustin",0.575070821529745,0.444964871194379,0.393063583815029,0,0,0.720403022670025,0,0.575757575757576,0.666666666666667,0.389246054938632,0.58102766798419,0.591397849462366,0.608695652173913,0.492063492063492,0,1,0.856115107913669,0.0781140042223786,0.168332160450387,0.0693877551020408,0.0274454609429979,0.00112596762843068,6.42007
"Domantas Sabonis",0.595419847328244,0.396694214876033,0.352272727272727,1,0.964285714285714,0.537878787878788,0.91304347826087,0,0.505747126436782,0.391217564870259,0.698198198198198,0.333333333333333,0.767441860465116,0.5,0,0.396946564885496,0.728522336769759,0.250145433391507,0.0677719604421175,0.0639906922629436,0.022978475858057,0.0186154741128563,2.86095
"Donald Sloan",0.577777777777778,0.383458646616541,0.359223300970874,0,1,0.748201438848921,1,1,1,0.346883468834688,0.555555555555556,0.59375,0.695652173913043,0.583333333333333,0,0,0.746268656716418,0.127614321162708,0.180077986529599,0.0591988656504786,0.0230414746543779,0.00177242112725984,4.90955
"Donatas Motiejunas",0.561674008810573,0.433333333333333,0.328888888888889,0.428571428571429,1,0.604166666666667,0.916666666666667,0.5,0.519337016574586,0.405458089668616,0.773333333333333,0.333333333333333,0.5,0,0.424242424242424,0.580152671755725,0.596153846153846,0.213094349016679,0.0589992531740105,0.0614886731391586,0.0276325616131441,0.0176748817525517,2.81401
"Donovan Mitchell",0.800970873786408,0.467889908256881,0.34584013050571,0.764705882352941,1,0.649006622516556,0.818181818181818,0.8,0,0.366554054054054,0.536585365853659,0.390334572490706,0.875,0.444444444444444,1,0.714285714285714,0.804713804713805,0.112163698370595,0.110269041303524,0.081470253884047,0.0447139067828723,0.0102311481621826,6.75374
