"Player","Team","SC","MC","LC","Alley","Cutting","Driving","Dunk","Fadeaway","Hook","Jump","Layup","Pullup","Running","Stepback","Tip","Turnaround","FTp","REBp","ASTp","STLp","BLKp","TOp","HomeAway","ASD"
"Gerald Henderson","Hornets",0.151403249630724,0.407158836689038,0.32520325203252,1,0,0.742857142857143,0.96969696969697,0.545454545454545,0.5,0.390163934426229,0.547826086956522,1,0.5,0.333333333333333,0.5,0.44,0.883495145631068,0.121002592912705,0.0959377700950735,0.0190146931719965,0.00777873811581677,0.0388936905790838,1,5.502
"Gerald Henderson","Trail Blazers",0.144736842105263,0.387096774193548,0.229166666666667,1,1,0.76,1,0.25,0,0.305194805194805,0.75,0.492957746478873,0.666666666666667,0,1,0.615384615384615,0.797619047619048,0.151035322777101,0.0572472594397077,0.0280146163215591,0.0133982947624848,0.0462850182704019,1,5.502
"Gerald Wallace","Celtics",0.135667396061269,0.444444444444444,0.333333333333333,0,0,0.791666666666667,0.75,0,0,0.372549019607843,0.755555555555556,0,0.25,0,0.25,0,0.490566037735849,0.168937329700272,0.0926430517711172,0.0476839237057221,0.0108991825613079,0.0681198910081744,1,2.164
"Giannis Antetokounmpo","Bucks",0.195019404915912,0.35,0.273722627737226,0.928571428571429,1,0.784702549575071,0.900709219858156,0.333333333333333,0.313253012048193,0.298863636363636,0.620689655172414,0.67741935483871,0.923076923076923,0.509803921568627,0.5,0.692307692307692,0.75306623058054,0.227972438058936,0.117431461662513,0.040756487318575,0.042369154082979,0.0752089136490251,1,2.542
"Glen Davis","Clippers",0.164804469273743,0.402439024390244,0.25,0,0,0.774193548387097,1,0.357142857142857,0.413793103448276,0.454106280193237,0.8,0,0.5,0,0.375,0.8,0.69047619047619,0.236631016042781,0.0454545454545455,0.0414438502673797,0.0254010695187166,0.0454545454545455,1,2.841
"Glenn Robinson III","Pacers",0.150847457627119,0.428571428571429,0.470588235294118,1,1,0.642857142857143,1,0.5,0,0.482269503546099,0.666666666666667,0.454545454545455,0.625,0.285714285714286,0,1,0.666666666666667,0.162431941923775,0.0326678765880218,0.0263157894736842,0.014519056261343,0.02994555353902,1,4.176
"Goran Dragic","Heat",0.201701427003293,0.39553752535497,0.405138339920949,0,0,0.711111111111111,1,0.307692307692308,0.538461538461538,0.385302879841112,0.724381625441696,0.462025316455696,0.815533980582524,0.523809523809524,1,0.576923076923077,0.763809523809524,0.118862475005554,0.164407909353477,0.031770717618307,0.0046656298600311,0.073761386358587,1,4.706
"Gordon Hayward","Jazz",0.153535896746437,0.442906574394464,0.367751060820368,0.666666666666667,1,0.761111111111111,1,0.534246575342466,0.625,0.366594360086768,0.550898203592814,0.634146341463415,0.795454545454545,0.7,0.125,0.5,0.82279792746114,0.143035491350098,0.108257535223827,0.0338862136614946,0.011414303549135,0.0679507758159444,1,5.867
"Gorgui Dieng","Timberwolves",0.12112595962468,0.45679012345679,0.4,0.75,1,0.71875,0.926470588235294,0.538461538461538,0.318181818181818,0.435398230088496,0.755364806866953,1,0.78125,0.380952380952381,0.6,0.588235294117647,0.767156862745098,0.269255663430421,0.0573894282632147,0.0334412081984898,0.0401294498381877,0.0511326860841424,1,2.344
"Greg Monroe","Bucks",0.203049203049203,0.463414634146341,0,1,1,0.651898734177215,0.833333333333333,0,0.455089820359281,0.397727272727273,0.70189701897019,1,0.916666666666667,0.5,0,0.58,0.762658227848101,0.302415875754961,0.0867126833477136,0.041846419327006,0.0271786022433132,0.0556514236410699,1,1.163
"Greg Monroe","Pistons",0.205303334672559,0.370786516853933,0,0,0,0.909090909090909,0.884615384615385,1,0.50828729281768,0.315,0.716535433070866,1,1,0,0.394736842105263,0.666666666666667,0.715425531914894,0.310121457489879,0.0639676113360324,0.0348178137651822,0.0161943319838057,0.0659919028340081,1,1.163
"Greivis Vasquez","Raptors",0.12829525483304,0.566037735849057,0.391812865497076,0,0,0.542857142857143,0,0,0,0.417721518987342,1,0.470588235294118,0.5,0.5,0,0.333333333333333,0.842857142857143,0.103411513859275,0.166311300639659,0.0255863539445629,0.00479744136460554,0.070362473347548,1,6.951
"Harrison Barnes","Mavericks",0.180655919955531,0.389150943396226,0.372693726937269,0,1,0.633962264150943,0.9,0.347826086956522,0.333333333333333,0.363288718929254,0.810810810810811,0.423076923076923,0.78125,0.465753424657534,0,0.43859649122807,0.834269662921348,0.1637405947689,0.0512361160874239,0.0247223217484772,0.00465782873522035,0.0408455750627015,1,5.464
"Harrison Barnes","Warriors",0.149787234042553,0.422680412371134,0.37719298245614,0.818181818181818,1,0.786666666666667,0.972222222222222,0.6,0.642857142857143,0.212121212121212,0.589041095890411,0.591772151898734,0.673913043478261,0.452380952380952,0.5,0.546875,0.743055555555556,0.172809956917185,0.0560076591670656,0.0251316419339397,0.00813786500718047,0.0315940641455242,1,5.464
"Hassan Whiteside","Heat",0.17999126256007,0.393617021276596,1,0.862903225806452,1,0.680851063829787,0.973154362416107,0.333333333333333,0.564102564102564,0.49616368286445,0.754807692307692,1,0.941176470588235,0.2,0.782608695652174,0.407894736842105,0.634304207119741,0.438003639199376,0.0176761112555238,0.0241746815700546,0.0881206134650377,0.0608266181440083,1,1.22
"Henry Sims","76ers",0.153241650294695,0.371681415929204,0.272727272727273,1,0,1,1,0,0.75,0.353448275862069,0.772277227722772,1,0.666666666666667,1,0.375,1,0.761061946902655,0.248808388941849,0.0629170638703527,0.0333651096282174,0.0133460438512869,0.0667302192564347,1,2.151
"Hollis Thompson","76ers",0.127450980392157,0.325581395348837,0.364795918367347,1,1,0.864406779661017,1,1,0,0.347286821705426,0.530612244897959,0.866666666666667,0.892857142857143,0.7,0.666666666666667,0,0.734567901234568,0.135203277655216,0.0504254648597542,0.0223763000315159,0.0126063662149385,0.0318310746927198,1,5.232
"Ian Clark","Pelicans",0.211981566820276,0.520833333333333,0.371134020618557,0,1,0.681818181818182,0,0,0,0.457746478873239,0.652173913043478,0.387096774193548,0.894736842105263,0.777777777777778,0,0,0.821428571428571,0.071608040201005,0.0753768844221105,0.0301507537688442,0.00628140703517588,0.0414572864321608,1,6.227
"Ian Clark","Warriors",0.171898355754858,0.534246575342466,0.355704697986577,0,1,0.782608695652174,0,1,1,0.363636363636364,0.592592592592593,0.591549295774648,0.82051282051282,0.2,0,1,0.78125,0.114921223354958,0.092678405931418,0.0407784986098239,0.00741427247451344,0.0528266913809083,1,6.227
"Ian Mahinmi","Pacers",0.141975308641975,0.224489795918367,0,0.75,1,0.655172413793103,0.95,0,0.583333333333333,0.322916666666667,0.740506329113924,0,0.647058823529412,0,0.459459459459459,0.652173913043478,0.513605442176871,0.257343814646256,0.0401323955316508,0.0318576748034754,0.0417873396772859,0.0504757964418701,1,0.584
"Ian Mahinmi","Wizards",0.143026004728132,0.333333333333333,0,1,1,0.766666666666667,0.928571428571429,0,0.5,0.3,0.661290322580645,0,0.846153846153846,0,0,0.833333333333333,0.677083333333333,0.267920094007051,0.036427732079906,0.0387779083431257,0.0564042303172738,0.0799059929494712,1,0.584
"Iman Shumpert","Cavaliers",0.0802103879026956,0.410810810810811,0.377358490566038,1,1,0.611764705882353,0.461538461538462,0,1,0.371584699453552,0.388888888888889,0.633333333333333,0.846153846153846,0.538461538461538,0.75,0.666666666666667,0.738461538461539,0.142909896602659,0.0598227474150665,0.0350812407680945,0.0155096011816839,0.0387740029542097,1,5.362
"Iman Shumpert","Knicks",0.0812854442344045,0.357142857142857,0.26027397260274,0,0,0.769230769230769,0.5,1,0,0.274509803921569,0.571428571428571,0.666666666666667,0,0,0.272727272727273,0,0.75609756097561,0.170575692963753,0.0639658848614073,0.0437100213219616,0.00319829424307036,0.0447761194029851,1,5.362
"Isaiah Canaan","76ers",0.131897711978466,0.34375,0.371335504885993,0,0,0.709677419354839,0,1,0.5,0.33245382585752,0.51219512195122,0.75,0.764705882352941,0.8125,0,0,0.818181818181818,0.0823627287853577,0.0815307820299501,0.0316139767054908,0.00332778702163062,0.043261231281198,1,7.366
"Isaiah Taylor","Hawks",0.159250585480094,0.434782608695652,0.277777777777778,0,0,0.565656565656566,0,0,0,0.347826086956522,0.6,0.166666666666667,0.733333333333333,0,0,0,0.640625,0.0827205882352941,0.174632352941176,0.0202205882352941,0.00919117647058824,0.0735294117647059,1,2.868
"Isaiah Thomas","Celtics",0.196258816314014,0.45724907063197,0.38558786346397,0,1,0.722426470588235,0,0.45,0,0.364758698092031,0.591194968553459,0.47887323943662,0.769230769230769,0.578125,0,0.5,0.870063694267516,0.0898745258243362,0.182958856142399,0.0294718412605778,0.00525240735337029,0.087248322147651,1,6.064
"Isaiah Thomas","Kings",0.184668989547038,0.458333333333333,0.363095238095238,0,0,0.89041095890411,0,0.888888888888889,0.615384615384615,0.362359550561798,0.75,0.894736842105263,0.678571428571429,1,0,0,0.873831775700935,0.0945395273023635,0.186634066829666,0.0350448247758761,0.0032599837000815,0.0888345558272209,1,6.064
"Isaiah Whitehead","Nets",0.152737752161383,0.277777777777778,0.315789473684211,0,0,0.584269662921348,0,0,0,0.317829457364341,0.678571428571429,0.375,0.703703703703704,0.4,0,0,0.772727272727273,0.130705394190871,0.110995850622407,0.020746887966805,0.0228215767634855,0.0871369294605809,1,3.568
"Ish Smith","76ers",0.196025293586269,0.347222222222222,0.330097087378641,1,0,0.836363636363636,1,0.25,0.5,0.279761904761905,0.280487804878049,0.716981132075472,0.822222222222222,0.448275862068966,0,0,0.669724770642202,0.118875502008032,0.223293172690763,0.0401606425702811,0.00963855421686747,0.0755020080321285,1,4.361
"Ish Smith","Pistons",0.189297124600639,0.468531468531469,0.344444444444444,0,1,0.757575757575758,1,0.666666666666667,0,0.346938775510204,0.431818181818182,0.658730158730159,0.818181818181818,0.529411764705882,0,0.5,0.7265625,0.115934879131722,0.209176122348298,0.0325604341391219,0.013320177602368,0.0572274296990627,1,4.361
"Ivica Zubac","Lakers",0.198818897637795,0.363636363636364,0,1,1,0.578947368421053,1,0,0.428571428571429,0.489795918367347,0.814814814814815,0,0.769230769230769,0,0,0.291666666666667,0.760869565217391,0.280769230769231,0.0653846153846154,0.025,0.0442307692307692,0.0519230769230769,1,1.305
"J.J. Barea","Mavericks",0.158444573418456,0.415841584158416,0.388520971302428,0,1,0.627986348122867,0,0.387755102040816,1,0.348880597014925,0.551724137931034,0.526315789473684,0.672131147540984,0.487179487179487,0,0.230769230769231,0.786096256684492,0.107594936708861,0.220464135021097,0.0175808720112518,0.00070323488045007,0.0685654008438819,1,6.599
"J.J. Barea","Timberwolves",0.164079822616408,0.472727272727273,0.307692307692308,0,0,0.712121212121212,0,0.5,0,0.3125,0.387096774193548,0.722222222222222,0.4,0.2,0,0,0.84,0.0926193921852388,0.215629522431259,0.0115774240231548,0,0.0897250361794501,1,6.599
"Jabari Parker","Bucks",0.24155722326454,0.365853658536585,0.402597402597403,1,1,0.792452830188679,0.851851851851852,0.384615384615385,0.380952380952381,0.347744360902256,0.605769230769231,0.564102564102564,0.930693069306931,0.513513513513513,0.75,0.857142857142857,0.719512195121951,0.176912568306011,0.0706967213114754,0.0338114754098361,0.0133196721311475,0.0519125683060109,1,3.786
"Jae Crowder","Cavaliers",0.125553914327917,0.320754716981132,0.331658291457286,1,0,0.531914893617021,1,0.166666666666667,0,0.320512820512821,0.666666666666667,0.333333333333333,0.885714285714286,0.166666666666667,0,0,0.875,0.108663729809104,0.0381791483113069,0.0308370044052863,0.00734214390602056,0.0293685756240822,1,6.092
"Jae Crowder","Celtics",0.145537757437071,0.363207547169811,0.346289752650177,0.75,0.923076923076923,0.738738738738739,1,0.5,1,0.356962025316456,0.675,0.387096774193548,0.865168539325843,0.428571428571429,0.5,0.5,0.785932721712538,0.178050871677622,0.0625893112317805,0.0445841669048299,0.0160045727350672,0.0342955130037153,1,6.092
"Jae Crowder","Mavericks",0.101149425287356,0.37037037037037,0.316455696202532,0,0,0.8,1,0,0,0.354545454545455,0.636363636363636,0.5,0.8,0,1,0,0.764705882352941,0.144542772861357,0.0530973451327434,0.0486725663716814,0.0117994100294985,0.0324483775811209,1,6.092
"Jahlil Okafor","76ers",0.236100533130236,0.339449541284404,1,1,0,0.859154929577465,0.888888888888889,1,0.5,0.350785340314136,0.704225352112676,0.611111111111111,0.96,0.631578947368421,0,0.757575757575758,0.627329192546584,0.220710506424792,0.0461073318216175,0.0136054421768707,0.0430839002267574,0.0808767951625095,1,1.727
"JaKarr Sampson","76ers",0.133817427385892,0.263157894736842,0.2,0.75,1,0.933333333333333,0.8,0,0.333333333333333,0.248447204968944,0.626865671641791,1,0.9375,0,0,0.6,0.669724770642202,0.179234972677596,0.0601092896174863,0.0327868852459016,0.0218579234972678,0.0754098360655738,1,2.309
"Jakob Poeltl","Raptors",0.177587844254511,0.428571428571429,0,0.7,0.956521739130435,0.677966101694915,1,0,0.647058823529412,0.619047619047619,0.825396825396825,0,0.73469387755102,0,1,0.3125,0.598130841121495,0.248251748251748,0.0323426573426573,0.0288461538461538,0.0568181818181818,0.0533216783216783,1,0.408
"Jamal Crawford","Clippers",0.13455772113943,0.405750798722045,0.316715542521994,1,0,0.744186046511628,1,0.5,0.571428571428571,0.333583771600301,0.409638554216867,0.516014234875445,0.58695652173913,0.636363636363636,1,0.5,0.905357142857143,0.0663706992230855,0.0985571587125416,0.030188679245283,0.00577136514983352,0.0625971143174251,1,7.9
"Jamal Crawford","Timberwolves",0.119592875318066,0.496350364963504,0.335403726708075,0,1,0.547619047619048,0,0.5,0,0.336448598130841,0.666666666666667,0.556603773584906,0.5,0.666666666666667,0,0,0.849056603773585,0.0603248259860789,0.118329466357309,0.0290023201856148,0.00464037122969838,0.0556844547563805,1,7.9
"Jamal Murray","Nuggets",0.185977859778598,0.378048780487805,0.382352941176471,1,0.833333333333333,0.752066115702479,0.75,0.433333333333333,0,0.40506329113924,0.602941176470588,0.394957983193277,0.738461538461539,0.354166666666667,1,0.5,0.891752577319588,0.12022367194781,0.105312208760485,0.032618825722274,0.0111835973904939,0.0671015843429636,1,6.508
"Jameer Nelson","Magic",0.147163120567376,0.4,0.350515463917526,0,0,0.733333333333333,0,0.111111111111111,1,0.351464435146443,0.689655172413793,0.516129032258065,0.538461538461538,0.7,0.666666666666667,0,0.880597014925373,0.112802148612355,0.209489704565801,0.0196956132497762,0.00089525514771709,0.081468218442256,1,7.295
"Jameer Nelson","Nuggets",0.116244411326379,0.428571428571429,0.365591397849462,0,0,0.727272727272727,0,0.416666666666667,0,0.333333333333333,0.619047619047619,0.578947368421053,0.8,0.434782608695652,0,0,0.764705882352941,0.0933955970647098,0.191460973982655,0.0213475650433622,0.00466977985323549,0.057371581054036,1,7.295
"James Anderson","76ers",0.1824,0.291666666666667,0.317829457364341,1,0,1,0.888888888888889,0,0,0.311627906976744,0.623188405797101,1,1,0.833333333333333,0.333333333333333,1,0.67741935483871,0.130017452006981,0.0584642233856894,0.0287958115183246,0.0087260034904014,0.0462478184991274,1,5.016
"James Ennis III","Grizzlies",0.13921568627451,0.459459459459459,0.287581699346405,1,0.916666666666667,0.571428571428571,0.8,0,0,0.327868852459016,0.659574468085106,0.727272727272727,0.821428571428571,0.3,0,0.25,0.788461538461538,0.150185873605948,0.0386617100371747,0.0304832713754647,0.0118959107806691,0.0386617100371747,1,3.696
"James Ennis III","Heat",0.141538461538462,0.230769230769231,0.342857142857143,1,0,0.636363636363636,1,0,0,0.348484848484849,0.76,0,1,0,0.5,0,0.872340425531915,0.150579150579151,0.0386100386100386,0.0231660231660232,0.0154440154440154,0.0231660231660232,1,3.696
"James Harden","Rockets",0.154376381844193,0.400302114803625,0.364485981308411,0.666666666666667,1,0.736220472440945,1,0.324324324324324,0,0.345625,0.559139784946237,0.422993492407809,0.686274509803922,0.422283356258597,0.5,0.481481481481481,0.85971685971686,0.167080231596361,0.219071251329316,0.0486825002954035,0.0168970814132104,0.120051991019733,1,5.872
"James Johnson","Heat",0.170365535248042,0.404494382022472,0.282296650717703,0,1,0.768,0.9,0.545454545454545,1,0.343324250681199,0.709090909090909,0.666666666666667,0.8,0.5,1,0.615384615384615,0.678787878787879,0.186584789796882,0.138875767595654,0.0349551251771375,0.033538025507794,0.0717997165800661,1,3.214
"James Johnson","Raptors",0.174913693901036,0.263157894736842,0.216216216216216,1,0,0.660869565217391,1,1,0,0.342857142857143,0.555555555555556,0.4375,0.892857142857143,0.333333333333333,0.571428571428571,0.5,0.585106382978723,0.16848281642917,0.0838222967309304,0.0310142497904443,0.0444258172673931,0.0595138306789606,1,3.214
"James Jones","Cavaliers",0.0595744680851064,0.4375,0.331210191082803,1,0,0.666666666666667,0,0,0,0.37219730941704,0.25,0,1,0.5,0,0,0.836065573770492,0.103448275862069,0.0448275862068966,0.0114942528735632,0.0183908045977011,0.0264367816091954,1,7.135
"JaMychal Green","Grizzlies",0.13710407239819,0.438848920863309,0.330827067669173,0.7,1,0.493333333333333,0.82051282051282,0.5,0.478260869565217,0.39672131147541,0.754237288135593,0.625,0.814285714285714,0.4,0.555555555555556,0.5,0.755458515283843,0.263531168346398,0.0432997387084733,0.0250093318402389,0.0197835013064576,0.0518850317282568,1,2.482
"Jared Dudley","Bucks",0.143487858719647,0.5,0.426470588235294,0,0,1,0,1,0,0.445054945054945,0.720930232558139,0,0,1,0,0,0.722222222222222,0.119122257053292,0.0783699059561129,0.0470219435736677,0.00731452455590387,0.0397074190177638,1,6.195
"Jared Dudley","Clippers",0.0844686648501362,0.603174603174603,0.40952380952381,0,0,1,0,0,0,0.467336683417085,0.583333333333333,0.8,0,1,1,1,0.666666666666667,0.0975029726516052,0.0582639714625446,0.0297265160523187,0.00475624256837099,0.0344827586206897,1,6.195
"Jared Dudley","Suns",0.0641711229946524,0.391304347826087,0.392592592592593,0,0,0.8,0,1,0,0.402116402116402,0.75,0.166666666666667,0.571428571428571,0.333333333333333,0,0,0.72972972972973,0.1610337972167,0.0725646123260437,0.0298210735586481,0.0139165009940358,0.0536779324055666,1,6.195
"Jared Dudley","Wizards",0.0459518599562363,0.505882352941176,0.409836065573771,0,1,1,0,1,0,0.408450704225352,0.705882352941177,1,1,1,0,1,0.75,0.136022514071295,0.0881801125703565,0.0384615384615385,0.0075046904315197,0.0375234521575985,1,6.195
"Jared Sullinger","Celtics",0.159218926023282,0.409836065573771,0.279835390946502,1,1,0.738461538461539,1,0.444444444444444,0.333333333333333,0.383333333333333,0.71264367816092,0,0.764705882352941,0.454545454545455,0.486486486486487,0.519230769230769,0.768683274021352,0.305603300103128,0.0814712959779993,0.0247507734616707,0.0261258164317635,0.0491577861808181,1,4.073
"Jarell Martin","Grizzlies",0.128110599078341,0.415730337078652,0.321428571428571,0,1,0.523809523809524,0.8,0,0.333333333333333,0.333333333333333,0.727272727272727,0.619047619047619,0.793650793650794,0.5,0.375,0.4,0.765765765765766,0.241057542768274,0.0349922239502333,0.031104199066874,0.0342146189735614,0.0458786936236392,1,2.626
"Jarrett Allen","Nets",0.193181818181818,0.285714285714286,0.5,0.785714285714286,0.923076923076923,0.785714285714286,0.8,0,0.571428571428571,0.35,0.727272727272727,0,0.695652173913043,1,0,0.526315789473684,0.756410256410256,0.256906077348066,0.0276243093922652,0.0220994475138122,0.0649171270718232,0.0497237569060773,1,0.765
"Jarrett Jack","Cavaliers",0.121645796064401,0.359154929577465,0.391891891891892,0,0,0.9,1,0.333333333333333,0,0.425196850393701,0.6875,0.538461538461538,0.32,0.166666666666667,0,0,0.779220779220779,0.113777777777778,0.136888888888889,0.0284444444444444,0.0168888888888889,0.0515555555555556,1,5.526
"Jarrett Jack","Knicks",0.124681933842239,0.386363636363636,0.363636363636364,0,0,0.647058823529412,0,0.545454545454545,0,0.429824561403509,0.6,0.333333333333333,0.666666666666667,0,0,1,0.8,0.135658914728682,0.214470284237726,0.0284237726098191,0,0.0723514211886305,1,5.526
"Jarrett Jack","Nets",0.468852459016393,0.539130434782609,0.526315789473684,0,0,0.352941176470588,0,0.333333333333333,0,0.689265536723164,0.3125,0.540540540540541,0.888888888888889,0,0,0,0.860335195530726,0.115039281705948,0.184062850729517,0.0347923681257015,0.00224466891133558,0.0847362514029181,1,5.526
"Jason Smith","Knicks",0.111111111111111,0.454022988505747,0.4,0,0,0.8,1,0.4,1,0.425101214574899,0.708333333333333,1,0.5,0,0.25,0.5,0.803921568627451,0.182326621923937,0.0782997762863535,0.0201342281879195,0.0190156599552573,0.052572706935123,1,4.89
"Jason Smith","Magic",0.0906735751295337,0.541899441340782,0.111111111111111,0,0,0.444444444444444,0,0,0,0.534653465346535,0.666666666666667,1,0.75,0,1,1,0.851851851851852,0.204081632653061,0.0476190476190476,0.0306122448979592,0.0527210884353742,0.0408163265306122,1,4.89
"Jason Smith","Wizards",0.100569259962049,0.495495495495495,0.311111111111111,0,1,0.916666666666667,1,0.8,0,0.4375,0.695652173913043,0.75,0.666666666666667,1,0,1,0.763157894736842,0.207650273224044,0.0341530054644809,0.0150273224043716,0.046448087431694,0.0491803278688525,1,4.89
"Jason Terry","Bucks",0.0842824601366743,0.0909090909090909,0.407407407407407,0,0,0.785714285714286,0,1,0,0.377906976744186,0.384615384615385,0.6,0.888888888888889,0,0,0,0.8,0.071551724137931,0.0758620689655172,0.0379310344827586,0.0155172413793103,0.0267241379310345,1,6.787
"Jason Terry","Rockets",0.110687022900763,0.436363636363636,0.365313653136531,0,0,0.636363636363636,0,0.5,0,0.389041095890411,0.428571428571429,0.472727272727273,0.769230769230769,0,0,0,0.846153846153846,0.0692219679633867,0.0898169336384439,0.0411899313501144,0.011441647597254,0.0469107551487414,1,6.787
"Jason Thompson","Kings",0.118885448916409,0.381944444444444,0.75,0.333333333333333,0,0.8,0.951219512195122,0.555555555555556,0.5,0.458860759493671,0.755555555555556,0.5,0.5,0,0.352941176470588,1,0.583815028901734,0.267848350566224,0.0379123584441162,0.0152634170359429,0.0275726243229936,0.0462826193993107,1,1.955
"JaVale McGee","Warriors",0.21360153256705,0.37037037037037,0.125,0.885714285714286,0.944444444444444,0.541666666666667,0.91304347826087,0.75,0.588235294117647,0.275,0.651162790697674,0,0.818181818181818,0,0,0.5,0.602040816326531,0.334957369062119,0.0353227771010962,0.0267965895249695,0.0937880633373934,0.0499390986601705,1,0.916
"Jaylen Brown","Celtics",0.180369662205226,0.479591836734694,0.350515463917526,0.727272727272727,1,0.625,1,0.285714285714286,0.5,0.384615384615385,0.739130434782609,0.446428571428571,0.844155844155844,0.363636363636364,0,0.48,0.676328502415459,0.164452588181402,0.0590929912963811,0.0284012826385708,0.016032982134677,0.0471827759963353,1,4.906
"Jayson Tatum","Celtics",0.171206225680934,0.456375838926175,0.410071942446043,0.666666666666667,0.833333333333333,0.68125,1,0.625,0,0.414012738853503,0.3,0.469879518072289,0.82,0.5,0,0.181818181818182,0.831325301204819,0.152477763659466,0.065438373570521,0.0304955527318933,0.0216010165184244,0.0444726810673443,1,4.881
"Jeff Ayres","Spurs",0.140866873065015,0.4375,0,0,0,0.6,0.9375,0,1,0.380952380952381,0.82,0,0,0,0.583333333333333,0,0.73469387755102,0.293352601156069,0.0736994219653179,0.0158959537572254,0.0289017341040462,0.0708092485549133,1,0.576
"Jeff Green","Cavaliers",0.181159420289855,0.372881355932203,0.260869565217391,1,1,0.696428571428571,0.5,1,0.6,0.27906976744186,0.78125,0.333333333333333,0.875,0.333333333333333,0,0.476190476190476,0.853211009174312,0.11878453038674,0.0561694290976059,0.0211786372007366,0.0184162062615101,0.0368324125230203,1,5.156
"Jeff Green","Celtics",0.190152801358234,0.350649350649351,0.328025477707006,0.666666666666667,0,0.806896551724138,0.848484848484849,0.294117647058824,0.458333333333333,0.346666666666667,0.584905660377358,0.475,0.411764705882353,0.5,0.625,0.477611940298507,0.797570850202429,0.125508130081301,0.0472560975609756,0.021849593495935,0.013719512195122,0.0579268292682927,1,5.156
"Jeff Green","Magic",0.130252100840336,0.311475409836066,0.266666666666667,0,1,0.465116279069767,1,0,0.3,0.272727272727273,0.8,0.470588235294118,0.645161290322581,0,0,0.333333333333333,0.867469879518072,0.127320954907162,0.0517241379310345,0.019893899204244,0.0106100795755968,0.0464190981432361,1,5.156
"Jeff Teague","Hawks",0.201760563380282,0.411764705882353,0.374707259953162,0,0,0.597806215722121,0.666666666666667,0.428571428571429,1,0.405023547880691,0.642857142857143,0.362573099415205,0.725388601036269,0.586206896551724,0,0.25,0.867241379310345,0.0811649558367152,0.219622821675818,0.0405824779183576,0.010264979708761,0.0909524946287897,1,4.929
"Jeff Teague","Pacers",0.190578158458244,0.641975308641975,0.376,0,1,0.711711711711712,0,0.75,0,0.438914027149321,0.763157894736842,0.692307692307692,0.625,0.5,0,0,0.854166666666667,0.125354107648725,0.241501416430595,0.0354107648725212,0.018413597733711,0.0743626062322946,1,4.929
"Jeff Teague","Timberwolves",0.188163884673748,0.376623376623377,0.406779661016949,0,0,0.736842105263158,0,0.333333333333333,0,0.425837320574163,0.733333333333333,0.448275862068966,0.444444444444444,0.357142857142857,0,0,0.841121495327103,0.0830592105263158,0.228618421052632,0.0427631578947368,0.0106907894736842,0.0707236842105263,1,4.929
"Jeff Withey","Jazz",0.154246100519931,0.444444444444444,0,1,0,0.6,0.75,0,0.625,0.5,0.680851063829787,0,1,0,0,0.5,0.676923076923077,0.280918727915194,0.0229681978798587,0.0371024734982332,0.0971731448763251,0.0459363957597173,1,0.686
"Jerami Grant","76ers",0.141689373297003,0.351851851851852,0.304964539007092,0.875,1,0.839506172839506,0.96969696969697,0.666666666666667,0,0.321212121212121,0.537634408602151,0.538461538461538,1,1,0.333333333333333,0.6,0.594377510040161,0.161421911421911,0.0664335664335664,0.027972027972028,0.0565268065268065,0.0606060606060606,1,2.268
"Jerami Grant","Thunder",0.164705882352941,0.454545454545455,0.321428571428571,0.636363636363636,1,0.649122807017544,0.857142857142857,0,0,0.354838709677419,0.791666666666667,0.375,0.85,0,0,0.4,0.647668393782383,0.175062972292191,0.0314861460957179,0.0182619647355164,0.0403022670025189,0.0340050377833753,1,2.268
"Jeremy Evans","Jazz",0.146520146520147,0.240740740740741,0.333333333333333,0.857142857142857,0,0,0.962962962962963,0,0.5,0.363636363636364,0.769230769230769,0,0.6,0,0.5,0,0.66,0.26657263751763,0.0352609308885755,0.0338504936530324,0.0310296191819464,0.0296191819464034,1,1.929
"Jeremy Lamb","Hornets",0.16551724137931,0.449339207048458,0.350553505535055,0.909090909090909,1,0.788461538461538,1,0.4,1,0.393194706994329,0.559139784946237,0.490566037735849,0.875,0.642857142857143,0,0.25,0.830845771144279,0.194911185789726,0.0835333653384542,0.0254440710513682,0.0249639942390783,0.0417666826692271,1,6.018
"Jeremy Lamb","Thunder",0.145429362880886,0.408163265306122,0.353293413173653,1,0,0.6,0.947368421052632,0.333333333333333,0,0.363970588235294,0.785714285714286,0.625,0.333333333333333,0.2,0.5,0,0.815789473684211,0.146931719965428,0.0743301642178047,0.0414866032843561,0.0155574762316335,0.0406222990492653,1,6.018
"Jeremy Lin","Hornets",0.154652686762779,0.375,0.36283185840708,1,0,0.837209302325581,0,0,0,0.344497607655502,0.666666666666667,0.714285714285714,0.826086956521739,0.8,0,0,0.821428571428571,0.126593806921676,0.111111111111111,0.0255009107468124,0.0282331511839709,0.0710382513661202,1,4.745
"Jeremy Lin","Lakers",0.155492154065621,0.409090909090909,0.367816091954023,0,0,0.938775510204082,0,0.714285714285714,0,0.390243902439024,0.477272727272727,1,0.785714285714286,0.6,1,1,0.746913580246914,0.105369807497467,0.172239108409321,0.0425531914893617,0.0121580547112462,0.0810536980749747,1,4.745
"Jeremy Lin","Rockets",0.154569892473118,0.41304347826087,0.35042735042735,0,0,0.738636363636364,1,0.363636363636364,0,0.39622641509434,0.653846153846154,0.413793103448276,0.285714285714286,0.833333333333333,0,0.5,0.845161290322581,0.0853658536585366,0.140243902439024,0.0331010452961672,0.0156794425087108,0.0871080139372822,1,4.745
