"Player","Team","SC","MC","LC","Alley","Cutting","Driving","Dunk","Fadeaway","Hook","Jump","Layup","Pullup","Running","Stepback","Tip","Turnaround","FTp","REBp","ASTp","STLp","BLKp","TOp","HomeAway","ASD"
"Trevor Ariza","Wizards",0.141089108910891,0.34375,0.389671361502347,0,0,1,1,1,0,0.348837209302326,0.611111111111111,1,1,1,1,1,0.836538461538462,0.183937823834197,0.0705958549222798,0.0511658031088083,0.00906735751295337,0.0466321243523316,1,6.986
"Trevor Booker","Jazz",0.13517338995046,0.297297297297297,0.303571428571429,0.571428571428571,0.333333333333333,0.733333333333333,0.894736842105263,0.25,0.166666666666667,0.333333333333333,0.626086956521739,0,0.678571428571429,0,0.7,0.642857142857143,0.625,0.2591671845867,0.0478558110627719,0.0329397141081417,0.033561218147918,0.0509633312616532,1,1.766
"Trevor Booker","Nets",0.18082788671024,0.354838709677419,0.414634146341463,0,1,0.696969696969697,0.875,0,0.514285714285714,0.376344086021505,0.666666666666667,0,0.78125,0.25,0,0.529411764705882,0.555555555555556,0.323679727427598,0.0792163543441227,0.0425894378194208,0.0136286201022147,0.0706984667802385,1,1.766
"Trevor Booker","Wizards",0.157243816254417,0.491228070175439,0,1,0,1,1,1,1,0.354166666666667,0.672727272727273,0,1,0,1,1,0.702702702702703,0.246913580246914,0.0395061728395062,0.0234567901234568,0.0358024691358025,0.0395061728395062,1,1.766
"Trey Burke","Jazz",0.151162790697674,0.430555555555556,0.33921568627451,0,0,0.747252747252747,0,0.583333333333333,1,0.366963402571711,0.471153846153846,0.641025641025641,0.523809523809524,0.555555555555556,0.666666666666667,0,0.755813953488372,0.0826848249027237,0.139105058365759,0.0226977950713359,0.00421530479896239,0.0554474708171206,1,8.251
"Trey Lyles","Jazz",0.103802672147996,0.469135802469136,0.281045751633987,0,0,0.577464788732394,0.8,0.428571428571429,0.2,0.292857142857143,0.606060606060606,0.684210526315789,0.846153846153846,1,0,0.142857142857143,0.788235294117647,0.217002237136465,0.0507084265473527,0.0238627889634601,0.0119313944817301,0.0454884414615958,1,4.478
"Trey Lyles","Nuggets",0.151565074135091,0.461538461538462,0.383838383838384,1,0.875,0.72972972972973,0.833333333333333,0,0.333333333333333,0.44,0.75,0.181818181818182,0.586206896551724,0.3125,1,0.578947368421053,0.736263736263736,0.261119081779053,0.0674318507890961,0.0229555236728838,0.0258249641319943,0.0401721664275466,1,4.478
"Tristan Thompson","Cavaliers",0.153672740935563,0.436363636363636,0,0.830645161290323,0.976744186046512,0.508928571428571,0.955555555555556,0.166666666666667,0.513513513513513,0.468030690537084,0.73356401384083,0.4,0.885245901639344,0,0.375,0.615384615384615,0.614835948644793,0.313935199748349,0.0286253538848695,0.0146272412708399,0.0251651462724127,0.0338156653035546,1,0.702
"Troy Daniels","Grizzlies",0.0408163265306122,0.4,0.43030303030303,0,0,0.5,0,1,0,0.393939393939394,0,0.285714285714286,0.583333333333333,0.625,0,0,0.766666666666667,0.0922330097087379,0.0372168284789644,0.0145631067961165,0.00647249190938511,0.0388349514563107,1,9.912
"Troy Daniels","Suns",0.0807291666666667,0.416666666666667,0.391509433962264,0,0.5,0.555555555555556,0,0,0,0.403755868544601,0,0.416666666666667,0.444444444444444,0.588235294117647,0,0,0.852941176470588,0.0825,0.0225,0.0125,0.00375,0.0375,1,9.912
"Ty Lawson","Kings",0.159132007233273,0.553191489361702,0.274193548387097,0,0,0.934782608695652,0,0.642857142857143,0,0.311475409836066,0.625,0.806451612903226,0.875,0.65,0,0,0.847619047619048,0.112956810631229,0.188261351052049,0.0387596899224806,0.00110741971207087,0.0819490586932447,1,5.478
"Ty Lawson","Nuggets",0.151403249630724,0.388535031847134,0.415,1,0,0.769911504424779,0,0.465116279069767,0,0.413662239089184,0.666666666666667,1,0.586206896551724,0.428571428571429,0,0,0.739495798319328,0.0954135954135954,0.26003276003276,0.0417690417690418,0.0040950040950041,0.0720720720720721,1,5.478
"Tyler Dorsey","Hawks",0.119718309859155,0.425,0.368932038834951,0,1,0.583333333333333,0,1,0,0.290697674418605,0.75,0.478260869565217,0.722222222222222,0.5,0,0,0.756756756756757,0.124505928853755,0.0869565217391304,0.0197628458498024,0.00790513833992095,0.0355731225296443,1,7.881
"Tyler Ennis","Bucks",0.158774373259053,0.5,0.325,0,0,0.76,1,1,0,0.381443298969072,0.5,0.692307692307692,0.833333333333333,0,1,0,0.727272727272727,0.102654867256637,0.168141592920354,0.047787610619469,0.00176991150442478,0.0831858407079646,1,4.348
"Tyler Ennis","Lakers",0.172494172494172,0.310344827586207,0.348484848484849,0,1,0.633333333333333,0,0,0,0.333333333333333,0.533333333333333,0.478260869565217,0.739130434782609,0.5,0,0,0.78125,0.112262521588946,0.150259067357513,0.0500863557858377,0.0103626943005181,0.0518134715025907,1,4.348
"Tyler Hansbrough","Raptors",0.106014271151886,0.1,0,1,0,0.705882352941177,0.9375,0,0.8125,0.422222222222222,0.733333333333333,0,0.571428571428571,0,0.15,0.5,0.694300518134715,0.263109475620975,0.0183992640294388,0.0294388224471021,0.015639374425023,0.0367985280588776,1,0.507
"Tyler Johnson","Heat",0.160588235294118,0.393013100436681,0.386581469648562,0.625,1,0.707482993197279,0.666666666666667,0.285714285714286,0.4,0.406199021207178,0.686274509803922,0.536585365853659,0.863636363636364,0.375,0,0.2,0.788679245283019,0.118361679972232,0.0853870183963901,0.0333217632766401,0.0170079833391184,0.0447761194029851,1,5.682
"Tyler Ulis","Suns",0.134535367545076,0.547738693467337,0.326732673267327,0,0,0.55421686746988,0,0.75,0,0.451162790697674,0.666666666666667,0.563025210084034,0.636363636363636,0.4375,0,0,0.831168831168831,0.0824964131994261,0.185796269727403,0.0423242467718795,0.00573888091822095,0.0703012912482066,1,6.349
"Tyler Zeller","Cavaliers",0.177685950413223,0.46875,0,0,0,1,1,1,0,0.515625,0.849056603773585,0,0,0,0.375,0,0.761904761904762,0.279026217228464,0.0411985018726592,0.0112359550561798,0.0430711610486891,0.0449438202247191,1,1.652
"Tyler Zeller","Celtics",0.191419141914191,0.389705882352941,0,0.833333333333333,1,0.674418604651163,0.952380952380952,0,0.4375,0.444444444444444,0.811320754716981,0,0.793103448275862,0,0.4,0.306666666666667,0.827027027027027,0.257983719474014,0.0594865372573575,0.0118973074514715,0.0388227927363807,0.0438321853475266,1,1.652
"Tyreke Evans","Grizzlies",0.205729166666667,0.422222222222222,0.405714285714286,0,1,0.620915032679739,0,0.25,0,0.41025641025641,0.476190476190476,0.418181818181818,0.742424242424242,0.425531914893617,0,1,0.810810810810811,0.17741935483871,0.178494623655914,0.0333333333333333,0.0129032258064516,0.0688172043010753,1,4.037
"Tyreke Evans","Pelicans",0.241776315789474,0.3125,0.347619047619048,0,0,0.915708812260536,1,1,0,0.310344827586207,0.550200803212851,0.928571428571429,0.7,0.909090909090909,0.5,1,0.74331550802139,0.160656793303284,0.203155183515776,0.0418544752092724,0.0125563425627817,0.0911139729555699,1,4.037
"Tyson Chandler","Knicks",0.137755102040816,0.166666666666667,0,0.857142857142857,0,0.5,0.947368421052632,0,0.2,0.294117647058824,0.588235294117647,0,0,0,0.333333333333333,0,0.586206896551724,0.309139784946237,0.032258064516129,0.0255376344086022,0.0362903225806452,0.0470430107526882,1,0.268
"Tyson Chandler","Mavericks",0.125590179414542,0.4,0,0.888888888888889,0,0.833333333333333,0.947368421052632,0,0,0.4375,0.78125,0,1,0,0.357142857142857,0,0.688405797101449,0.385281385281385,0.0329004329004329,0.0181818181818182,0.0484848484848485,0.0510822510822511,1,0.268
"Tyson Chandler","Suns",0.119473684210526,0.0909090909090909,0,0.666666666666667,0.941176470588235,0.56,0.954545454545455,0,0.533333333333333,0.259259259259259,0.698412698412698,0,0.714285714285714,0,0.923076923076923,1,0.66,0.398917855386129,0.0324643384161338,0.0196753566158387,0.0270536153467782,0.0472208558780128,1,0.268
"Tyus Jones","Timberwolves",0.12987012987013,0.466666666666667,0.338709677419355,0,0,0.746031746031746,0,0,0,0.372093023255814,0.583333333333333,0.538461538461538,0.571428571428571,0,0,0,0.768115942028985,0.088150289017341,0.17485549132948,0.0606936416184971,0.00505780346820809,0.046242774566474,1,5.123
"Udonis Haslem","Heat",0.120669056152927,0.364705882352941,0.0666666666666667,0,0,0.9,1,1,0.666666666666667,0.359712230215827,0.785714285714286,0,0,0,0.727272727272727,0.5,0.706896551724138,0.279560036663611,0.0394133822181485,0.0146654445462878,0.0100824931255729,0.0403299725022915,1,2.057
"Victor Oladipo","Magic",0.181156644963615,0.408854166666667,0.362857142857143,0.818181818181818,1,0.710884353741497,0.935483870967742,0.555555555555556,0,0.369009584664537,0.640449438202247,0.50251256281407,0.533333333333333,0.392857142857143,0.571428571428571,0.75,0.822988505747126,0.135438972162741,0.130888650963597,0.0508565310492505,0.0139186295503212,0.0885974304068523,1,5.718
"Victor Oladipo","Pacers",0.16260162601626,0.489473684210526,0.365638766519824,1,1,0.684210526315789,0.9,0.4,0,0.369668246445498,0.590909090909091,0.482412060301508,0.848484848484849,0.425531914893617,0,0.75,0.8,0.162946428571429,0.136904761904762,0.0632440476190476,0.0186011904761905,0.0907738095238095,1,5.718
"Victor Oladipo","Thunder",0.173352435530086,0.459016393442623,0.418604651162791,0.7,1,0.608695652173913,0,0,0,0.391705069124424,0.777777777777778,0.536842105263158,0.705882352941177,0.5,0,1,0.755813953488372,0.129032258064516,0.0830645161290323,0.0338709677419355,0.00564516129032258,0.0556451612903226,1,5.718
"Vince Carter","Grizzlies",0.0969976905311778,0.292134831460674,0.338028169014085,0.5,0.75,0.584415584415584,0.857142857142857,0.290322580645161,0,0.35024154589372,0.55,0.391304347826087,0.352941176470588,0.277777777777778,0.8,0.428571428571429,0.827586206896552,0.147711826008156,0.0661531490711373,0.031717263253285,0.0176710466696874,0.0321703670140462,1,6.113
"Vince Carter","Mavericks",0.0896708286038592,0.373493975903614,0.391061452513966,1,0,0.711864406779661,1,0.294117647058824,0,0.368,0.523809523809524,0.533333333333333,0.333333333333333,0.4,0.3,0.461538461538462,0.791044776119403,0.162748643761302,0.103978300180832,0.0307414104882459,0.0189873417721519,0.0533453887884268,1,6.113
"Wayne Ellington","Heat",0.0933333333333333,0.405405405405405,0.393013100436681,1,0,0.8,0,0,1,0.394785847299814,0.714285714285714,0.466666666666667,0.857142857142857,0.777777777777778,0,0,0.869565217391304,0.103123158515027,0.0394814378314673,0.0253388332351208,0.00176782557454331,0.0229817324690631,1,9.664
"Wayne Ellington","Lakers",0.180379746835443,0.43956043956044,0.315789473684211,0,0,0.956521739130435,1,0,0,0.363636363636364,0.772727272727273,0.666666666666667,1,0.333333333333333,1,1,0.76,0.124338624338624,0.0714285714285714,0.0224867724867725,0.00132275132275132,0.0304232804232804,1,9.664
"Wayne Selden","Grizzlies",0.115755627009646,0.523809523809524,0.342857142857143,0,1,0.567567567567568,1,0,0,0.367088607594937,0.8,0.333333333333333,0.625,1,0,0,0.702702702702703,0.0695825049701789,0.0894632206759443,0.0178926441351889,0.00596421471172962,0.0576540755467197,1,5.356
"Wes Iwundu","Magic",0.160655737704918,0.321428571428571,0.0555555555555556,0,1,0.833333333333333,1,0,0,0.275,0.666666666666667,0.0909090909090909,0.857142857142857,0,1,0,0.8,0.140510948905109,0.0510948905109489,0.0328467153284672,0.0145985401459854,0.0346715328467153,1,2.801
"Wesley Johnson","Clippers",0.0934256055363322,0.448598130841121,0.260330578512397,0.857142857142857,1,0.75,0.666666666666667,0.4,0,0.330645161290323,0.72,0.425,0.696969696969697,0.428571428571429,0,0.666666666666667,0.717948717948718,0.168421052631579,0.0345864661654135,0.0491228070175439,0.0370927318295739,0.0290726817042607,1,5.678
"Wesley Johnson","Lakers",0.134357005758157,0.323863636363636,0.321608040201005,0.777777777777778,0,0.90625,0.666666666666667,0.6,1,0.330376940133038,0.733333333333333,0.875,0.8,0,0.444444444444444,0.4,0.790123456790123,0.152235965746908,0.0504281636536632,0.027592768791627,0.0242626070409134,0.038534728829686,1,5.678
"Wesley Matthews","Mavericks",0.0950639853747715,0.473251028806584,0.386039886039886,1,0,0.529411764705882,0,0.285714285714286,0,0.385126162018592,0.571428571428571,0.524590163934426,0.794871794871795,0.5,0,0.441860465116279,0.840466926070039,0.100077379417075,0.0688676811968016,0.0345628062935259,0.00696414753675522,0.0343048749032757,1,7.833
"Wesley Matthews","Trail Blazers",0.163623595505618,0.429577464788732,0.393939393939394,0.75,0,0.808219178082192,0.9,0.571428571428571,0.4,0.392344497607655,0.71264367816092,0.526315789473684,0.37037037037037,0.509433962264151,0.666666666666667,0.6,0.814229249011858,0.102359208523592,0.0692541856925419,0.0346270928462709,0.0060882800608828,0.0452815829528158,1,7.833
"Will Barton","Nuggets",0.176299527444566,0.341968911917098,0.351669941060904,1,0.571428571428571,0.672985781990521,1,0.416666666666667,0.571428571428571,0.371866295264624,0.602564102564103,0.388349514563107,0.7,0.415094339622642,1,0.454545454545455,0.787951807228916,0.166269526078899,0.105109875562616,0.0299179242785279,0.0174741858617951,0.0558644426793752,1,4.999
"Will Bynum","Pistons",0.187830687830688,0.403225806451613,0.228571428571429,0,0,0.833333333333333,0,0,1,0.318181818181818,0.588235294117647,0.9,1,0,0,0,0.833333333333333,0.0715630885122411,0.184557438794727,0.032015065913371,0.00941619585687382,0.0772128060263653,1,4.615
"Willie Cauley-Stein","Kings",0.205818497611811,0,0,0.892857142857143,1,0.634146341463415,0.910714285714286,0,0.46875,0.388059701492537,0.58273381294964,0.666666666666667,0.8,0.6,0,0.631578947368421,0.664233576642336,0.25625,0.0545833333333333,0.0358333333333333,0.03125,0.04625,1,0
"Willie Green","Magic",0.131086142322097,0.447368421052632,0.354838709677419,0,0,0.727272727272727,1,0,0,0.382352941176471,0.5625,0.384615384615385,0,0,0,0,0.772727272727273,0.0777988614800759,0.0759013282732448,0.032258064516129,0.00569259962049336,0.0512333965844402,1,6.414
"Willy Hernangomez","Knicks",0.17930029154519,0.391304347826087,0.5,0.75,0,0.714285714285714,0.857142857142857,0,0.368421052631579,0.464285714285714,0.704545454545455,0,1,0,0,1,0.657894736842105,0.334672021419009,0.0789825970548862,0.0334672021419009,0.0200803212851406,0.0937081659973226,1,1.033
"Wilson Chandler","Nuggets",0.164398280802292,0.386363636363636,0.348294434470377,0.736842105263158,0.9,0.68125,0.875,0.27027027027027,0.5,0.37123745819398,0.614973262032086,0.571428571428571,0.563106796116505,0.285714285714286,0.666666666666667,0.527777777777778,0.715210355987055,0.184283088235294,0.0710018382352941,0.0225183823529412,0.0153952205882353,0.0438878676470588,1,5.408
"Yogi Ferrell","Mavericks",0.0957943925233645,0.49645390070922,0.40084388185654,0,0,0.581632653061224,0,0.357142857142857,0,0.378486055776892,1,0.459459459459459,0.607142857142857,0.615384615384615,0,0,0.908045977011494,0.114086146682189,0.0942956926658906,0.0291036088474971,0.00407450523864959,0.0372526193247963,1,6.941
"Zach Collins","Trail Blazers",0.096514745308311,0.347826086956522,0.365079365079365,0.8,1,0.473684210526316,1,0.75,0.4,0.375,0.25,0.666666666666667,1,0,1,0.421052631578947,0.666666666666667,0.200716845878136,0.0537634408602151,0.0197132616487455,0.0268817204301075,0.0555555555555556,1,4.492
"Zach LaVine","Timberwolves",0.172049689440994,0.378787878787879,0.369973190348525,0.933333333333333,1,0.771084337349398,0.933333333333333,0.428571428571429,1,0.333333333333333,0.565217391304348,0.545454545454545,0.672413793103448,0.451612903225806,1,0,0.815217391304348,0.0968631506377111,0.111340916925198,0.0272319889693209,0.00723888314374354,0.0758359186487418,1,6.856
"Zach Randolph","Grizzlies",0.200720644340822,0.418402777777778,0.278481012658228,0,0.875,0.648275862068965,0.9,0.380281690140845,0.545454545454545,0.437641723356009,0.745519713261649,0.542857142857143,0.523255813953488,0.394736842105263,0.432098765432099,0.669230769230769,0.778333333333333,0.308103661044837,0.0676676264911559,0.0199506375976964,0.0071986836692719,0.0647881530234471,1,3.098
"Zach Randolph","Kings",0.191564147627417,0.454545454545455,0.375,0,0,0.647058823529412,0,0.428571428571429,0.679245283018868,0.406896551724138,0.651162790697674,0.666666666666667,1,0.333333333333333,0,0.5,0.788461538461538,0.254385964912281,0.0950292397660819,0.033625730994152,0.00730994152046784,0.0774853801169591,1,3.098
"Zaza Pachulia","Bucks",0.127052105638829,0.404761904761905,0,0,0,1,1,0,0.315789473684211,0.42,0.676829268292683,0,1,0,0.407407407407407,1,0.819354838709677,0.282212445003143,0.0967944688874921,0.0471401634192332,0.0106851037083595,0.076681332495286,1,1.244
"Zaza Pachulia","Mavericks",0.105751391465677,0.392857142857143,0,1,1,0.545454545454545,1,0.5,0.8,0.359550561797753,0.727272727272727,0.666666666666667,0.791666666666667,0.5,0,0.666666666666667,0.8,0.365367965367965,0.0666666666666667,0.0346320346320346,0.00779220779220779,0.0606060606060606,1,1.244
"Zaza Pachulia","Warriors",0.149078726968174,0.345454545454545,0,0.75,1,0.736842105263158,1,0,0.7,0.340909090909091,0.71875,0,0.933333333333333,0,0,0.666666666666667,0.827868852459016,0.312051077414206,0.106943335993615,0.0399042298483639,0.0271348762968875,0.0750199521149242,1,1.244
"Aaron Brooks","Bulls",0.164593301435407,0.329896907216495,0.391836734693878,0,0,0.757281553398058,0,0.5,0.4,0.354166666666667,0.559322033898305,0.59375,0.692307692307692,0.333333333333333,0,0,0.790909090909091,0.0928030303030303,0.134469696969697,0.0233585858585859,0.00820707070707071,0.0795454545454545,0,6.194
"Aaron Gordon","Magic",0.166942833471417,0.352941176470588,0.29512893982808,0.880952380952381,1,0.624113475177305,0.942307692307692,0.37037037037037,0.545454545454545,0.304042179261863,0.682758620689655,0.447761194029851,0.742424242424242,0.30952380952381,0.666666666666667,0.416666666666667,0.686746987951807,0.216814159292035,0.0613569321533923,0.031858407079646,0.0206489675516224,0.0451327433628319,0,4.633
"Al Horford","Celtics",0.166481687014428,0.41743119266055,0.390977443609023,0.882352941176471,1,0.765957446808511,0.9375,0.5,0.412698412698413,0.415800415800416,0.703296703296703,0.307692307692308,0.826086956521739,0.428571428571429,0,0.466666666666667,0.832214765100671,0.213356766256591,0.131458699472759,0.0179261862917399,0.0337434094903339,0.0509666080843585,0,4.548
"Al Horford","Hawks",0.1830624465355,0.462921348314607,0.348484848484849,0.954545454545455,1,0.703703703703704,1,0.3,0.464285714285714,0.429319371727749,0.753846153846154,0.777777777777778,0.952380952380952,0.428571428571429,0.461538461538462,0.456521739130435,0.741935483870968,0.232792903028449,0.0926888956867544,0.0293667788314469,0.0425206485163659,0.0477210156011013,0,4.548
"Al Jefferson","Hornets",0.231663035584604,0.425661914460285,0.285714285714286,1,1,0.743589743589744,0.952380952380952,0.454545454545455,0.55952380952381,0.455726092089728,0.778501628664495,0.666666666666667,0.5625,0.4,0.409090909090909,0.621359223300971,0.684210526315789,0.290670259346581,0.0532165712361064,0.0296396092960593,0.0222297069720445,0.0417649040080835,0,3.162
"Al Jefferson","Pacers",0.201811125485123,0.389473684210526,0,0,1,0.518518518518518,1,0.333333333333333,0.714285714285714,0.485714285714286,0.776315789473684,0.333333333333333,0.5,1,1,0.555555555555556,0.777777777777778,0.316526610644258,0.0658263305322129,0.0280112044817927,0.0210084033613445,0.0406162464985994,0,3.162
"Al-Farouq Aminu","Mavericks",0.145454545454545,0,0,0.5,0,0.933333333333333,0.941176470588235,0,0,0.339622641509434,0.617021276595745,1,0.571428571428571,0.333333333333333,0.0909090909090909,0,0.746478873239437,0.243781094527363,0.041044776119403,0.0609452736318408,0.0435323383084577,0.0373134328358209,0,0
"Al-Farouq Aminu","Pelicans",0.183161004431315,0,0,1,0,0.866666666666667,1,0,0,0.396551724137931,0.804347826086957,0,0.444444444444444,1,0.375,0,0.619047619047619,0.213740458015267,0.054525627044711,0.0490730643402399,0.0152671755725191,0.0436205016357688,0,0
"Al-Farouq Aminu","Trail Blazers",0.155740810913225,0,0,1,1,0.584070796460177,0.882352941176471,0.4,0,0.338926174496644,0.648351648351648,0.439024390243902,0.7,0.2,1,0.222222222222222,0.74,0.238537608630506,0.0482469283787833,0.0341624213365298,0.0212765957446809,0.0515433023673959,0,0
"Alan Anderson","Nets",0.130049261083744,0.402173913043478,0.373493975903614,0,0,0.91304347826087,1,0.6,0,0.395833333333333,0.727272727272727,0.428571428571429,0.454545454545455,0.75,1,1,0.814516129032258,0.115575396825397,0.0515873015873016,0.0327380952380952,0.00496031746031746,0.0376984126984127,0,6.055
"Alec Burks","Jazz",0.162707306140744,0.412811387900356,0.361702127659574,1,0,0.642553191489362,1,0.583333333333333,1,0.39365671641791,0.579831932773109,0.468468468468468,0.560606060606061,0.5,0.444444444444444,0,0.759815242494226,0.139993204213388,0.0893645939517499,0.0288820931022766,0.00577641862045532,0.0618416581719334,0,4.404
"Alex Abrines","Thunder",0.0707236842105263,0.296296296296296,0.347107438016529,1,1,0.55,0.5,0,0.5,0.352059925093633,0.583333333333333,0.307692307692308,0.769230769230769,0.375,0,0,0.82,0.0912106135986733,0.033167495854063,0.0373134328358209,0.00995024875621891,0.0265339966832504,0,7.716
"Alex Len","Suns",0.13953488372093,0.344660194174757,0.272727272727273,0.791666666666667,0.96969696969697,0.582417582417582,0.936936936936937,0.428571428571429,0.356164383561644,0.363934426229508,0.676328502415459,0,0.727272727272727,0.166666666666667,0.473684210526316,0.487179487179487,0.710462287104623,0.326506381715643,0.0433363015731671,0.0243395666369843,0.0489759572573464,0.0655981003265064,0,1.367
"Alexis Ajinca","Pelicans",0.140370578326783,0.479591836734694,0,1,1,0.59375,0.948275862068966,0.2,0.395833333333333,0.478723404255319,0.743243243243243,0.6,0.5,0,0.384615384615385,0.666666666666667,0.787096774193548,0.297676931388439,0.0399783900594273,0.0243111831442464,0.0367368989735278,0.0707725553754727,0,2.207
"Allen Crabbe","Nets",0.116504854368932,0.377049180327869,0.359447004608295,0,0,0.763157894736842,0,0,0,0.358208955223881,0.75,0.5,0.555555555555556,0.5,0,0,0.774193548387097,0.145317545748116,0.046286329386437,0.0236813778256189,0.0129171151776103,0.038751345532831,0,7.174
"Allen Crabbe","Trail Blazers",0.116533139111435,0.399038461538462,0.371601208459215,1,1,0.619047619047619,0.833333333333333,0,0,0.382300884955752,0.755102040816326,0.569620253164557,0.723404255319149,0.333333333333333,0,0,0.776978417266187,0.107697740112994,0.047316384180791,0.0261299435028249,0.00882768361581921,0.0264830508474576,0,7.174
"Alonzo Gee","Pelicans",0.131578947368421,0.363636363636364,0.411764705882353,1,1,0.904761904761905,1,0,1,0.325581395348837,0.857142857142857,0,0.75,0,0,0,0.628571428571429,0.137206427688504,0.0469715698393078,0.03831891223733,0.00865265760197775,0.030902348578492,0,1.81
"Amar'e Stoudemire","Knicks",0.213013698630137,0.42483660130719,0,0.8,0,0.756756756756757,0.928571428571429,0.666666666666667,0.588235294117647,0.504098360655738,0.779411764705882,0.666666666666667,0.818181818181818,0.5,0.6,0.526315789473684,0.784090909090909,0.237354085603113,0.0319066147859922,0.0202334630350195,0.0350194552529183,0.064591439688716,0,1.993
"Amir Johnson","76ers",0.124042879019908,0.3,0.363636363636364,0.666666666666667,1,0.642857142857143,1,0,0.72,0.4,0.735294117647059,0.5,0.642857142857143,0,0,0.25,0.666666666666667,0.249249249249249,0.0870870870870871,0.0375375375375375,0.024024024024024,0.042042042042042,0,1.627
"Amir Johnson","Celtics",0.164345403899721,0.333333333333333,0.363636363636364,0.7,1,0.84375,1,0.666666666666667,0.681818181818182,0.391752577319588,0.802083333333333,0,0.869565217391304,0.5,1,0.456521739130435,0.649122807017544,0.249727965179543,0.0712731229597389,0.0250272034820457,0.0397170837867247,0.0505984766050054,0,1.627
"Amir Johnson","Raptors",0.362672322375398,0.674418604651163,0.5,0.333333333333333,0,0.6,0.727272727272727,0,0.90625,0.744360902255639,0.634920634920635,0,0.727272727272727,1,0.966666666666667,0.777777777777778,0.651006711409396,0.22787610619469,0.0535398230088496,0.0247787610619469,0.034070796460177,0.0584070796460177,0,1.627
"Anderson Varejao","Cavaliers",0.117911791179118,0.41,0,0,1,0.733333333333333,1,0.25,0.538461538461538,0.43312101910828,0.686046511627907,0,0.25,1,0.315789473684211,0.285714285714286,0.747572815533981,0.304588607594937,0.0743670886075949,0.0403481012658228,0.0166139240506329,0.0458860759493671,0,1.807
"Andray Blatche","Nets",0.168604651162791,0.349056603773585,0.4,0.5,0,0.608695652173913,0.75,0,0.333333333333333,0.375,0.771739130434783,0,0.714285714285714,1,0.647058823529412,0.428571428571429,0.745901639344262,0.271493212669683,0.0576923076923077,0.0486425339366516,0.0192307692307692,0.0633484162895928,0,2.968
"Andre Drummond","Pistons",0.171496942302579,0.316831683168317,0.2,0.787755102040816,0.9375,0.575396825396825,0.919540229885057,0,0.422764227642276,0.392452830188679,0.644859813084112,0.5,0.803571428571429,0,0.509090909090909,0.530120481927711,0.422731804586241,0.442211838006231,0.0390965732087227,0.0390965732087227,0.0433021806853583,0.0598130841121495,0,0.711
"Andre Iguodala","Warriors",0.133850630455868,0.397196261682243,0.344195519348269,0.769230769230769,0.954545454545455,0.772727272727273,0.913978494623656,0.571428571428571,0.333333333333333,0.353723404255319,0.592,0.509803921568627,0.852941176470588,0.285714285714286,0.583333333333333,0.285714285714286,0.639566395663957,0.155736286554767,0.111437965045856,0.0413566360962104,0.0140162657899291,0.0384149506835093,0,4.424
"Andre Roberson","Thunder",0.132924335378323,0.210526315789474,0.25609756097561,0.857142857142857,1,0.681818181818182,0.944444444444444,0,0.4,0.280632411067194,0.715328467153285,0.6,0.794871794871795,0,0.5,0,0.475806451612903,0.185025817555938,0.0384394721744119,0.0375788869764773,0.0304073436603557,0.0278255880665519,0,2.189
"Andrea Bargnani","Knicks",0.13587786259542,0.481132075471698,0.297297297297297,0,0,0.722222222222222,1,0.4,0.5,0.409375,0.64,0.75,0.625,0.666666666666667,0.5,0.666666666666667,0.826923076923077,0.17056530214425,0.0555555555555556,0.00682261208576998,0.0350877192982456,0.0428849902534113,0,6.257
"Andrei Kirilenko","Nets",0.147945205479452,0.272727272727273,0.25,0,0,0.666666666666667,1,0,0,0.4,0.75,0,1,0.5,0.4,0,0.578947368421053,0.165354330708661,0.0669291338582677,0.0570866141732283,0.0216535433070866,0.0570866141732283,0,1.029
"Andrew Bogut","Warriors",0.141871496334627,0.347826086956522,0,0.821428571428571,1,0.6,1,0,0.460526315789474,0.397959183673469,0.754901960784314,0,0.571428571428571,0,0.46031746031746,0.611111111111111,0.347826086956522,0.339581036383682,0.095553105475928,0.0235207644248438,0.0742374127159133,0.061742006615215,0,0.58
"Andrew Harrison","Grizzlies",0.110996916752312,0.354430379746835,0.333333333333333,0,0,0.714285714285714,1,0.666666666666667,0,0.295454545454545,0.576923076923077,0.452380952380952,0.6,0.409090909090909,0,0.5,0.721052631578947,0.0995094604064471,0.127540294323756,0.0350385423966363,0.0119131044148563,0.0560616678346181,0,4.352
"Andrew Nicholson","Magic",0.131578947368421,0.441176470588235,0.37,0,1,0.8125,1,0,0.462962962962963,0.398058252427184,0.688888888888889,0.5,0.5,0.666666666666667,0.333333333333333,0.636363636363636,0.802816901408451,0.227623456790123,0.0277777777777778,0.0154320987654321,0.0246913580246914,0.0493827160493827,0,4.508
"Andrew Wiggins","Timberwolves",0.209681342738993,0.401891252955083,0.346578366445916,0.904761904761905,0.925925925925926,0.677033492822967,0.846153846153846,0.419354838709677,0.363636363636364,0.375813953488372,0.649122807017544,0.445512820512821,0.795081967213115,0.462962962962963,0.5625,0.423076923076923,0.748958333333333,0.115152531009051,0.0553134428427757,0.0288300368756286,0.0134093194770365,0.0611800201139792,0,5.29
