"Player","P2p","P3p","FTp","FTA","P2A","P3A","BLKp","TOVp","ASTp","REBp","PTSp","STLp"
"Danilo Gallinari",0.455172413793103,0.324324324324324,0.931034482758621,87,145,111,0.014903129657228,0.0387481371087928,0.0611028315946349,0.150521609538003,0.478390461997019,0.0178837555886736
"Kentavious CaldwellPope",0.472584856396867,0.383132530120482,0.788659793814433,194,383,415,0.0065093572009764,0.0394629780309194,0.0659072416598861,0.157445077298617,0.403580146460537,0.0431244914564687
"Kyle Kuzma",0.510743801652893,0.366359447004608,0.706730769230769,208,605,434,0.0141607663473553,0.0583090379008746,0.058725531028738,0.201166180758017,0.517284464806331,0.0204081632653061
"Julius Randle",0.575087310826543,0.222222222222222,0.717647058823529,425,859,45,0.0205479452054795,0.0972602739726027,0.0958904109589041,0.298630136986301,0.604109589041096,0.019634703196347
"Brandon Ingram",0.483231707317073,0.390476190476191,0.680851063829787,282,656,105,0.0217721518987342,0.0754430379746835,0.116455696202532,0.158987341772152,0.480506329113924,0.0227848101265823
"Lonzo Ball",0.420074349442379,0.305084745762712,0.450704225352113,71,269,295,0.0241573033707865,0.0764044943820225,0.21123595505618,0.202247191011236,0.296629213483146,0.049438202247191
"Brook Lopez",0.549145299145299,0.344615384615385,0.70253164556962,158,468,325,0.0564841498559078,0.0564841498559078,0.0726224783861671,0.169452449567723,0.553890489913545,0.0172910662824208
"Josh Hart",0.550561797752809,0.395939086294416,0.702127659574468,94,178,197,0.0109514031485284,0.0321697467488022,0.054757015742642,0.180013689253936,0.339493497604381,0.0321697467488022
"Jordan Clarkson",0.5054704595186,0.323809523809524,0.795454545454545,132,457,210,0.00238853503184713,0.0756369426751592,0.137738853503185,0.126592356687898,0.613853503184713,0.0310509554140127
"Larry Nance Jr",0.606425702811245,0.25,0.632183908045977,87,249,4,0.0216919739696312,0.044468546637744,0.061822125813449,0.308026030368764,0.390455531453362,0.0639913232104121
"Corey Brewer",0.542635658914729,0.186046511627907,0.666666666666667,51,129,43,0.0115273775216138,0.0547550432276657,0.0590778097982709,0.134005763688761,0.285302593659942,0.0590778097982709
"Tyler Ennis",0.476190476190476,0.25,0.758620689655172,29,168,56,0.0146412884333821,0.0556368960468521,0.153733528550512,0.13909224011713,0.32796486090776,0.0439238653001464
"Alex Caruso",0.506849315068493,0.302325581395349,0.7,30,73,43,0.0177935943060498,0.0747330960854092,0.133451957295374,0.115658362989324,0.238434163701068,0.0409252669039146
"Marc Gasol",0.455820476858345,0.340625,0.833827893175074,337,713,320,0.0419435215946844,0.0805647840531561,0.126661129568106,0.245847176079734,0.522425249169435,0.0224252491694352
"Dillon Brooks",0.484251968503937,0.356060606060606,0.746987951807229,166,508,264,0.00723404255319149,0.0527659574468085,0.0574468085106383,0.10936170212766,0.382127659574468,0.031063829787234
"Jarell Martin",0.469849246231156,0.346938775510204,0.767241379310345,116,398,98,0.0295003010234798,0.0517760385310054,0.0439494280553883,0.191450933172787,0.340156532209512,0.0234798314268513
"Tyreke Evans",0.481835564053537,0.398601398601399,0.784688995215311,209,523,286,0.0105787181082763,0.0728064716863721,0.167392657125078,0.164903546981954,0.628500311138768,0.0354698195395146
"JaMychal Green",0.498614958448753,0.338582677165354,0.720720720720721,111,361,127,0.0162127107652399,0.0492866407263294,0.0512321660181582,0.300907911802853,0.369001297016861,0.0207522697795071
"Mario Chalmers",0.456349206349206,0.277486910994764,0.855072463768116,138,252,191,0.00985221674876847,0.0823363828289937,0.138634764250528,0.110485573539761,0.356790992258973,0.055594651653765
"Andrew Harrison",0.466898954703833,0.330985915492958,0.779874213836478,159,287,142,0.0196078431372549,0.0610859728506787,0.133484162895928,0.0987933634992458,0.401960784313726,0.028657616892911
"Ben McLemore",0.476635514018692,0.345911949685535,0.828125,64,214,159,0.0137488542621448,0.0559120073327223,0.0467461044912924,0.127406049495875,0.386801099908341,0.0348304307974335
"James Ennis III",0.565217391304348,0.357142857142857,0.876712328767123,73,138,84,0.0113960113960114,0.0360873694207028,0.0465337132003799,0.149097815764482,0.294396961063628,0.0294396961063628
"Deyonta Davis",0.607547169811321,0,0.666666666666667,57,265,0,0.0413573700954401,0.0339342523860021,0.0424178154825027,0.265111346765642,0.381760339342524,0.0159066808059385
"Wayne Selden",0.45578231292517,0.401639344262295,0.745762711864407,59,147,122,0.00722543352601156,0.0780346820809249,0.0953757225433526,0.0809248554913295,0.469653179190751,0.0260115606936416
"Chandler Parsons",0.504424778761062,0.421487603305785,0.62962962962963,27,113,121,0.0159189580318379,0.0506512301013025,0.0998552821997106,0.130246020260492,0.410998552821997,0.0260492040520984
"Kobi Simmons",0.46,0.282051282051282,1,25,150,39,0.00777604976671851,0.0684292379471229,0.105754276827372,0.0777604976671851,0.304821150855365,0.0279937791601866
"Ivan Rabb",0.565789473684211,0,0.805555555555556,36,152,0,0.0251937984496124,0.0678294573643411,0.062015503875969,0.306201550387597,0.38953488372093,0.0232558139534884
"Josh Richardson",0.495446265938069,0.37797619047619,0.845070422535211,142,549,336,0.0278914094458907,0.0520639642989959,0.0859055410933433,0.105987355894385,0.388620304946077,0.0449981405727036
"Goran Dragic",0.481290322580645,0.37,0.800738007380074,271,775,300,0.00504625735912532,0.0698065601345669,0.150967199327166,0.129100084104289,0.544995794785534,0.0264928511354079
"Tyler Johnson",0.490956072351421,0.367283950617284,0.821705426356589,129,387,324,0.0165692007797271,0.0394736842105263,0.0804093567251462,0.120857699805068,0.410818713450292,0.0292397660818713
"Wayne Ellington",0.479338842975207,0.392055267702936,0.858974358974359,78,121,579,0.00391964723174914,0.0254777070063694,0.0387065164135228,0.106810387065164,0.423321901028907,0.0259676629103381
"James Johnson",0.587412587412587,0.308108108108108,0.697530864197531,162,429,185,0.0262480699948533,0.0725681935151827,0.144107050952136,0.184251158003088,0.40555841482244,0.036026762738034
"Kelly Olynyk",0.589887640449438,0.378571428571429,0.770114942528736,174,356,280,0.0196739741427768,0.0826306913996627,0.116357504215852,0.242270938729623,0.490163012928612,0.0348510399100618
"Justise Winslow",0.440111420612813,0.37984496124031,0.634615384615385,104,359,129,0.0196428571428571,0.0458333333333333,0.0880952380952381,0.220238095238095,0.314880952380952,0.0321428571428571
"Bam Adebayo",0.522522522522523,0,0.720670391061452,179,333,7,0.0299707602339181,0.0482456140350877,0.0738304093567251,0.278508771929825,0.348684210526316,0.0233918128654971
"Hassan Whiteside",0.538194444444444,1,0.703296703296703,182,576,2,0.0689149560117302,0.0674486803519062,0.0395894428152493,0.45307917888563,0.552785923753666,0.0271260997067449
"Dion Waiters",0.4625,0.305882352941176,0.739130434782609,69,240,170,0.00980392156862745,0.0762527233115468,0.123093681917211,0.0838779956427015,0.467320261437909,0.0250544662309368
"Khris Middleton",0.516763005780347,0.358722358722359,0.883977900552486,362,865,407,0.00704225352112676,0.0640509725016767,0.109993293091885,0.143863179074447,0.553990610328638,0.039906103286385
"Giannis Antetokounmpo",0.553882725832013,0.307142857142857,0.759750390015601,641,1262,140,0.0384615384615385,0.0809143686502177,0.130986937590711,0.27322206095791,0.730769230769231,0.0395500725689405
"Eric Bledsoe",0.549833887043189,0.348703170028818,0.795379537953795,303,602,347,0.0178651183564091,0.0920053595355069,0.161232693166592,0.123715944618133,0.565430995980348,0.064761054041983
"Tony Snell",0.490445859872611,0.402985074626866,0.791666666666667,48,157,268,0.0136385776911836,0.017535314174379,0.0477350219191427,0.0686799805163176,0.251339503166098,0.0228933268387725
"John Henson",0.577777777777778,0.142857142857143,0.569620253164557,158,495,7,0.0553580497714576,0.04266124936516,0.0578974098527171,0.260538344337227,0.337734890807517,0.0228542407313357
"Malcolm Brogdon",0.532163742690059,0.385093167701863,0.882352941176471,85,342,161,0.00905292479108635,0.0459610027855153,0.105849582172702,0.108635097493036,0.435236768802228,0.0285515320334262
"Thon Maker",0.466981132075472,0.298076923076923,0.698924731182796,93,212,104,0.04281098546042,0.0355411954765751,0.037156704361874,0.181744749596123,0.287560581583199,0.0306946688206785
"Jason Terry",0.487179487179487,0.347826086956522,0.888888888888889,9,39,115,0.015970515970516,0.0307125307125307,0.0724815724815725,0.058968058968059,0.203931203931204,0.0515970515970516
"Sterling Brown",0.43859649122807,0.351648351648352,0.875,24,114,91,0.0167525773195876,0.0322164948453608,0.0322164948453608,0.184278350515464,0.279639175257732,0.0399484536082474
"Jabari Parker",0.51394422310757,0.382716049382716,0.740740740740741,54,251,81,0.0134589502018843,0.0605652759084791,0.0794078061911171,0.203230148048452,0.526244952893674,0.0336473755047106
"Matthew Dellavedova",0.351351351351351,0.371794871794872,0.925925925925926,27,74,78,0,0.0688202247191011,0.203651685393258,0.0898876404494382,0.230337078651685,0.0196629213483146
"Andrew Wiggins",0.475051975051975,0.331360946745562,0.643312101910828,314,962,338,0.0171198388721047,0.0463242698892246,0.0537092984222894,0.120174555219872,0.487411883182276,0.0305471634776771
"KarlAnthony Towns",0.585118376550169,0.421052631578947,0.858208955223881,402,887,285,0.0394105551747772,0.0544893762851268,0.0681973954763537,0.34681288553804,0.597326936257711,0.021932830705963
"Taj Gibson",0.595441595441595,0.2,0.767567567567568,185,702,35,0.0216434336023478,0.0326485693323551,0.0363169479090242,0.214233308877476,0.366471019809244,0.0227439471753485
"Jeff Teague",0.477031802120141,0.368421052631579,0.845188284518828,239,566,228,0.0099524015577672,0.0765902206836867,0.212894850713977,0.0904370402423193,0.430116832540026,0.0441367373431415
"Jimmy Butler",0.509015256588072,0.35,0.854117647058823,425,721,200,0.011090573012939,0.0499075785582255,0.133086876155268,0.145101663585952,0.603974121996303,0.0536044362292052
"Jamal Crawford",0.476635514018692,0.331210191082803,0.902654867256637,113,428,314,0.00544464609800363,0.0574712643678161,0.111917725347852,0.0598911070780399,0.497277676950998,0.0241984271022384
"Tyus Jones",0.527638190954774,0.348837209302326,0.876543209876543,81,199,129,0.00408997955010225,0.0402181322426721,0.158145875937287,0.0899795501022495,0.283571915473756,0.0647580095432856
"Nemanja Bjelica",0.50531914893617,0.415300546448087,0.8,45,188,183,0.0116703136396791,0.037928519328957,0.062727935813275,0.199854121079504,0.331145149525894,0.0364697301239971
"Gorgui Dieng",0.510703363914373,0.311475409836066,0.774509803921569,102,327,61,0.0292573143285821,0.0442610652663166,0.0532633158289572,0.27006751687922,0.352588147036759,0.0337584396099025
"Jrue Holiday",0.557432432432432,0.337078651685393,0.785714285714286,238,888,356,0.0218653911855142,0.0727707550392894,0.166040314314998,0.124701059104886,0.525111035189614,0.0420225486846601
"Anthony Davis",0.557692307692308,0.339506172839506,0.827759197324415,598,1300,162,0.0707737440410708,0.0594059405940594,0.0638063806380638,0.305097176384305,0.773744041070774,0.0421708837550422
"ETwaun Moore",0.555555555555556,0.425249169435216,0.705882352941177,68,531,301,0.00464037122969838,0.0394431554524362,0.0723124516627997,0.0920340293890178,0.395204949729312,0.0305491105955143
"Darius Miller",0.534883720930233,0.410614525139665,0.865671641791045,67,129,358,0.00874035989717224,0.0298200514138817,0.0570694087403599,0.0843187660668381,0.327506426735219,0.0143958868894602
"DeMarcus Cousins",0.529824561403509,0.353741496598639,0.746192893401015,394,570,294,0.0437535981577432,0.139320667818077,0.147956246401842,0.355210132412205,0.696603339090386,0.0454807138744963
"Rajon Rondo",0.526162790697674,0.333333333333333,0.543478260869565,46,344,150,0.00586510263929619,0.0885630498533724,0.312609970674487,0.15425219941349,0.314956011730205,0.0410557184750733
"Ian Clark",0.533333333333333,0.317948717948718,0.76271186440678,59,300,195,0.00687285223367698,0.0391752577319588,0.0756013745704467,0.0872852233676976,0.378694158075601,0.022680412371134
"Dante Cunningham",0.547008547008547,0.324074074074074,0.555555555555556,36,117,108,0.0143497757847534,0.0143497757847534,0.0233183856502242,0.173094170403587,0.226905829596413,0.0242152466367713
"Jameer Nelson",0.463157894736842,0.363636363636364,0.764705882352941,17,95,110,0.00334075723830735,0.0623608017817372,0.173719376391982,0.106904231625835,0.246102449888641,0.0256124721603563
"Nikola Mirotic",0.524324324324324,0.33502538071066,0.810344827586207,58,185,197,0.0298165137614679,0.0355504587155963,0.0470183486238532,0.282110091743119,0.503440366972477,0.033256880733945
"Cheick Diallo",0.579545454545455,0,0.757575757575757,66,176,0,0.036144578313253,0.0481927710843374,0.0327022375215146,0.363166953528399,0.437177280550775,0.0189328743545611
"Courtney Lee",0.482180293501048,0.406474820143885,0.919354838709677,124,477,278,0.00735930735930736,0.0363636363636364,0.0779220779220779,0.096969696969697,0.395238095238095,0.0346320346320346
"Tim Hardaway Jr",0.515695067264574,0.317073170731707,0.815642458100559,179,446,410,0.00530503978779841,0.0488063660477454,0.0822281167108753,0.118832891246684,0.528381962864721,0.0328912466843501
"Enes Kanter",0.593530239099859,0,0.847826086956522,184,711,2,0.0202185792349727,0.0666666666666667,0.0573770491803279,0.426229508196721,0.546448087431694,0.019672131147541
"Frank Ntilikina",0.384839650145773,0.318471337579618,0.720588235294118,68,343,157,0.0105509964830012,0.0767878077373974,0.146541617819461,0.103751465416178,0.271395076201641,0.0381008206330598
"Michael Beasley",0.520110957004161,0.395348837209302,0.779874213836478,159,721,86,0.0260133091349062,0.0865093768905021,0.0744101633393829,0.250453720508167,0.590441621294616,0.0217785843920145
"Kristaps Porzingis",0.453857791225416,0.394736842105263,0.792727272727273,275,661,228,0.0740502253702511,0.0598840952994205,0.0367031551835158,0.203477141017386,0.700579523502898,0.0231809401159047
"Jarrett Jack",0.459383753501401,0.290697674418605,0.84,75,357,86,0.00258397932816537,0.0742894056847545,0.224806201550388,0.123385012919897,0.301033591731266,0.022609819121447
"Kyle OQuinn",0.599455040871935,0.235294117647059,0.771653543307087,127,367,17,0.0706560922855083,0.0720980533525595,0.113914924297044,0.33886085075703,0.396539293439077,0.0259552992069214
"Lance Thomas",0.363636363636364,0.403225806451613,0.830188679245283,53,143,124,0.0103473762010347,0.0295639320029564,0.032520325203252,0.129342202512934,0.220251293422025,0.0221729490022173
"Doug McDermott",0.513089005235602,0.386861313868613,0.754716981132076,53,191,137,0.0102389078498294,0.0290102389078498,0.0426621160409556,0.114334470989761,0.33703071672355,0.00853242320819113
"Trey Burke",0.555555555555556,0.361904761904762,0.649122807017544,57,279,105,0.00509554140127389,0.0547770700636943,0.21656050955414,0.0904458598726115,0.587261146496815,0.0305732484076433
"Russell Westbrook",0.484937545922116,0.297546012269939,0.736749116607774,566,1361,326,0.00686341798215511,0.130748112560055,0.28140013726836,0.275909402882636,0.695950583390529,0.0504461221688401
"Paul George",0.454172366621067,0.400656814449918,0.822384428223844,411,731,609,0.0134901418194396,0.0733310273261847,0.0909719820131442,0.154617779315116,0.599792459356624,0.0556900726392252
"Carmelo Anthony",0.436599423631124,0.356540084388186,0.766839378238342,193,694,474,0.0195921631347461,0.0395841663334666,0.0411835265893643,0.181127548980408,0.504198320671731,0.0187924830067973
"Steven Adams",0.630985915492958,0,0.559440559440559,286,710,2,0.0313630880579011,0.0514676316847608,0.035383996783273,0.275432247687977,0.424607961399276,0.0369923602734218
"Jerami Grant",0.61271676300578,0.290909090909091,0.675,240,346,110,0.0467516697024894,0.0327868852459016,0.034608378870674,0.193685488767456,0.414086217364906,0.0188221007893139
"Raymond Felton",0.444099378881988,0.352173913043478,0.818181818181818,44,322,230,0.0117216117216117,0.0556776556776557,0.148717948717949,0.114285714285714,0.413919413919414,0.0358974358974359
"Patrick Patterson",0.421052631578947,0.385964912280702,0.869565217391304,46,95,171,0.0181102362204724,0.0259842519685039,0.0448818897637795,0.151968503937008,0.250393700787402,0.0377952755905512
"Alex Abrines",0.442857142857143,0.380090497737557,0.847826086956522,46,70,221,0.00705467372134039,0.0220458553791887,0.0246913580246914,0.100529100529101,0.311287477954145,0.0335097001763668
"Andre Roberson",0.626984126984127,0.222222222222222,0.315789473684211,38,126,36,0.0337512054001929,0.0289296046287367,0.0443587270973963,0.178399228543877,0.187078109932498,0.0433944069431051
"Josh Huestis",0.402985074626866,0.28695652173913,0.3,20,67,115,0.0437881873727088,0.0264765784114053,0.0203665987780041,0.163951120162933,0.161914460285132,0.0152749490835031
"Terrance Ferguson",0.612244897959184,0.333333333333333,0.9,10,49,120,0.0131061598951507,0.0144167758846658,0.0249017038007864,0.0615989515072084,0.247706422018349,0.0314547837483617
"Corey Brewer",0.532467532467532,0.343283582089552,0.794871794871795,39,77,67,0.0116731517509728,0.0214007782101167,0.0466926070038911,0.118677042801556,0.35408560311284,0.0739299610894942
"Jonathon Simmons",0.511669658886894,0.338235294117647,0.767634854771784,241,557,204,0.007885657959586,0.0719566288812223,0.0842779694430754,0.117792015771316,0.474125184820108,0.0285855101034993
"Aaron Gordon",0.497131931166348,0.33625730994152,0.697777777777778,225,523,342,0.0235725510738607,0.0560502881089576,0.07124148768989,0.239392352016763,0.535358826610791,0.0309062336301729
"Evan Fournier",0.516059957173448,0.37910447761194,0.867052023121387,173,467,335,0.00870985302123027,0.0517147523135547,0.0898203592814371,0.0979858464888405,0.551442569406641,0.0255851932498639
"DJ Augustin",0.485074626865672,0.419117647058824,0.867724867724868,189,268,272,0,0.0698863636363636,0.163068181818182,0.0909090909090909,0.435227272727273,0.0306818181818182
"Nikola Vucevic",0.526729559748428,0.313725490196078,0.819148936170213,94,636,204,0.0368389780154486,0.0647653000594177,0.113487819370172,0.310754604872252,0.557932263814617,0.0332739156268568
"Mario Hezonja",0.522857142857143,0.337078651685393,0.819047619047619,105,350,267,0.0187085093542547,0.051901025950513,0.063971031985516,0.169583584791792,0.435727217863609,0.0488835244417622
"Bismack Biyombo",0.521367521367521,0,0.64968152866242,157,351,1,0.0635451505016722,0.0561872909698997,0.0441471571906355,0.31304347826087,0.31304347826087,0.0140468227424749
"Shelvin Mack",0.472727272727273,0.345323741007194,0.711340206185567,97,275,139,0.00586080586080586,0.0652014652014652,0.199267399267399,0.121611721611722,0.346520146520147,0.0395604395604396
"Elfrid Payton",0.544757033248082,0.373134328358209,0.631578947368421,114,391,67,0.0127287191726333,0.0906921241050119,0.218774860779634,0.138424821002387,0.455847255369928,0.050914876690533
"Wes Iwundu",0.488372093023256,0.195652173913043,0.723404255319149,47,172,46,0.0117647058823529,0.0294117647058824,0.0558823529411765,0.134313725490196,0.224509803921569,0.0323529411764706
"Arron Afflalo",0.41304347826087,0.385714285714286,0.846153846153846,26,92,70,0.0131964809384164,0.030791788856305,0.0439882697947214,0.0967741935483871,0.262463343108504,0.00586510263929619
"Marreese Speights",0.448275862068966,0.369098712446352,0.727272727272727,55,116,233,0.0325925925925926,0.0592592592592593,0.0592592592592593,0.197037037037037,0.595555555555556,0.0118518518518519
"Terrence Ross",0.469387755102041,0.32258064516129,0.75,36,98,93,0.0183333333333333,0.0483333333333333,0.0633333333333333,0.121666666666667,0.348333333333333,0.045
"Khem Birch",0.53968253968254,0,0.688524590163934,61,126,0,0.0363321799307958,0.0363321799307958,0.0588235294117647,0.311418685121107,0.307958477508651,0.0259515570934256
"Jonathan Isaac",0.393939393939394,0.347826086956522,0.76,25,99,46,0.0559701492537313,0.0503731343283582,0.0335820895522388,0.184701492537313,0.270522388059701,0.0615671641791045
"Ben Simmons",0.551165146909828,0,0.560117302052786,341,987,11,0.0256222547584187,0.101756954612006,0.24194729136164,0.241215226939971,0.468155197657394,0.0512445095168375
"Robert Covington",0.496503496503497,0.369090909090909,0.852941176470588,136,286,550,0.028436018957346,0.0497630331753555,0.0616113744075829,0.171011058451817,0.398499210110585,0.0541074249605055
"Dario Saric",0.5010183299389,0.393483709273183,0.859903381642512,207,491,399,0.00865800865800866,0.0640692640692641,0.0874458874458875,0.225108225108225,0.493939393939394,0.0220779220779221
"JJ Redick",0.503579952267303,0.419565217391304,0.903669724770642,218,419,460,0.00283553875236295,0.0486767485822306,0.0992438563327032,0.0841209829867675,0.566162570888469,0.0165406427221172
"Joel Embiid",0.527315914489311,0.308411214953271,0.768736616702355,467,842,214,0.0580543933054393,0.122384937238494,0.10407949790795,0.360878661087866,0.755753138075314,0.0209205020920502
"TJ McConnell",0.50974930362117,0.435483870967742,0.794871794871795,39,359,62,0.00762016412661196,0.0656506447831184,0.177608440797186,0.132473622508792,0.280187573270809,0.0539273153575615
"Amir Johnson",0.570175438596491,0.3125,0.611764705882353,85,228,32,0.0375747224594364,0.0469684030742955,0.100768573868488,0.281810418445773,0.292058070025619,0.0384286934244236
"Jerryd Bayless",0.474137931034483,0.36986301369863,0.795454545454545,44,116,146,0.00648648648648649,0.0497297297297297,0.0583783783783784,0.0864864864864865,0.331891891891892,0.0248648648648649
"Timothe LuwawuCabarrot",0.431192660550459,0.335443037974684,0.793103448275862,58,109,158,0.00620347394540943,0.0471464019851117,0.0669975186104218,0.0893300248138958,0.370967741935484,0.0148883374689826
"Richaun Holmes",0.623809523809524,0.129032258064516,0.660714285714286,56,210,31,0.0388739946380697,0.0335120643431635,0.081769436997319,0.2828418230563,0.416890080428954,0.0268096514745308
"Marco Belinelli",0.618320610687023,0.385135135135135,0.87037037037037,54,131,148,0.0122116689280868,0.0542740841248304,0.0610583446404342,0.0691994572591588,0.515603799185889,0.0271370420624152
"Ersan Ilyasova",0.488372093023256,0.36144578313253,0.733333333333333,45,129,83,0.0162454873646209,0.0523465703971119,0.0703971119133574,0.277978339350181,0.449458483754513,0.0306859205776173
"Justin Anderson",0.535353535353535,0.330097087378641,0.736842105263158,38,99,103,0.0134874759152216,0.0308285163776493,0.0481695568400771,0.179190751445087,0.454720616570328,0.0289017341040462
"TJ Warren",0.523124357656732,0.222222222222222,0.756862745098039,255,973,90,0.019140989729225,0.0396825396825397,0.0396825396825397,0.15546218487395,0.593370681605976,0.0303454715219421
"Dragan Bender",0.425925925925926,0.366459627329193,0.764705882352941,51,162,322,0.0256162397293378,0.0541324311261479,0.0628322861285645,0.174480425326245,0.25664572257129,0.0106331561140648
"Josh Jackson",0.464335664335664,0.262672811059908,0.634408602150538,279,715,217,0.0178662582950485,0.074527820316488,0.0607452782031649,0.179173047473201,0.516590096988259,0.0408371618172537
"Devin Booker",0.459701492537313,0.3828125,0.878419452887538,329,670,384,0.00750670241286863,0.10402144772118,0.135656836461126,0.13083109919571,0.72171581769437,0.025201072386059
"Tyler Ulis",0.424691358024691,0.287671232876712,0.831683168316832,101,405,146,0.00422195416164053,0.0765983112183353,0.187575392038601,0.0772014475271411,0.334137515078408,0.0422195416164053
"Troy Daniels",0.418803418803419,0.399563318777293,0.875,64,117,458,0.0030826140567201,0.0345252774352651,0.0295930949445129,0.0782983970406905,0.433415536374846,0.0160295930949445
"Marquese Chriss",0.508710801393728,0.294736842105263,0.607594936708861,158,287,190,0.045841519318926,0.0700720366732155,0.054354944335298,0.258677144728225,0.364112639161755,0.0333988212180747
"Alex Len",0.568,0.333333333333333,0.683982683982684,231,375,3,0.0437275985663082,0.0559139784946237,0.0587813620071685,0.371326164874552,0.42078853046595,0.0193548387096774
"Tyson Chandler",0.647058823529412,0,0.623655913978495,93,187,0,0.0234578627280626,0.05125977410947,0.0460469157254561,0.363162467419635,0.260642919200695,0.0139009556907037
"Jared Dudley",0.452380952380952,0.3625,0.771428571428572,35,42,80,0.0160349854227405,0.0408163265306122,0.113702623906706,0.137026239067055,0.221574344023324,0.0349854227405248
"Mike James",0.441860465116279,0.268041237113402,0.761904761904762,84,215,97,0.0104633781763827,0.0717488789237668,0.179372197309417,0.133034379671151,0.496263079222721,0.0403587443946188
"Elfrid Payton",0.467391304347826,0.2,0.685185185185185,54,184,25,0.0108892921960073,0.0980036297640653,0.214156079854809,0.181488203266788,0.406533575317604,0.0344827586206897
"CJ McCollum",0.464528668610301,0.397058823529412,0.836,250,1029,476,0.0119699042407661,0.0516415868673051,0.0930232558139535,0.109781121751026,0.59233926128591,0.0263337893296854
"Damian Lillard",0.501272264631043,0.360890302066773,0.91635687732342,538,786,629,0.0101123595505618,0.0771535580524345,0.180149812734082,0.121722846441948,0.734831460674157,0.0288389513108614
"Jusuf Nurkic",0.508474576271186,0,0.63003663003663,273,944,7,0.0531609195402299,0.0876436781609195,0.0684865900383142,0.339080459770115,0.542145593869732,0.0306513409961686
"AlFarouq Aminu",0.432098765432099,0.368731563421829,0.7375,80,243,339,0.0193050193050193,0.0381274131274131,0.0405405405405405,0.253378378378378,0.310810810810811,0.0381274131274131
"Evan Turner",0.485393258426966,0.318181818181818,0.850467289719626,107,445,132,0.0142576204523107,0.0486725663716814,0.0850540806293019,0.119960668633235,0.319075712881023,0.0231071779744346
"Shabazz Napier",0.450479233226837,0.376146788990826,0.840579710144927,138,313,218,0.00912052117263844,0.0586319218241042,0.0977198697068404,0.110749185667752,0.419543973941368,0.0527687296416938
"Pat Connaughton",0.505555555555556,0.352380952380952,0.840909090909091,44,180,210,0.0147849462365591,0.0288978494623656,0.0611559139784946,0.108198924731183,0.296370967741935,0.0154569892473118
"Ed Davis",0.584192439862543,0,0.666666666666667,111,291,1,0.035350101971448,0.0448674371176071,0.0271923861318831,0.390890550645819,0.28144119646499,0.0217539089055065
"Maurice Harkless",0.547486033519553,0.415254237288136,0.711864406779661,59,179,118,0.0340189873417722,0.0316455696202532,0.0419303797468354,0.128164556962025,0.304588607594937,0.0379746835443038
"Zach Collins",0.454545454545455,0.309734513274336,0.642857142857143,42,176,113,0.0296650717703349,0.0555023923444976,0.0497607655502392,0.211483253588517,0.279425837320574,0.0162679425837321
"Bogdan Bogdanovic",0.485327313769752,0.39209726443769,0.840336134453782,119,443,329,0.00735632183908046,0.0574712643678161,0.118620689655172,0.102528735632184,0.421609195402299,0.0331034482758621
"Willie CauleyStein",0.505913272010513,0.25,0.619433198380567,247,761,12,0.0327788649706458,0.0533268101761252,0.0841487279843444,0.249510763209393,0.455968688845401,0.0376712328767123
"DeAaron Fox",0.436335403726708,0.30718954248366,0.723076923076923,195,644,153,0.00987166831194472,0.0853899308983218,0.157946692991115,0.100691016781836,0.416584402764067,0.0345508390918065
"Buddy Hield",0.457142857142857,0.431372549019608,0.876543209876543,81,525,408,0.0108695652173913,0.0612648221343874,0.0765810276679842,0.151679841897233,0.533102766798419,0.04199604743083
"Garrett Temple",0.441767068273092,0.392070484581498,0.769230769230769,78,249,227,0.01671826625387,0.0489164086687306,0.0767801857585139,0.0941176470588235,0.338699690402477,0.0352941176470588
"Zach Randolph",0.503246753246753,0.346938775510204,0.785046728971963,107,616,147,0.00663129973474801,0.0769230769230769,0.0842175066312997,0.263262599469496,0.568302387267904,0.0278514588859416
"Justin Jackson",0.547008547008547,0.308108108108108,0.722222222222222,36,234,185,0.00863213811420983,0.0265604249667995,0.049136786188579,0.124169986719788,0.300796812749004,0.0185922974767596
"Kosta Koufos",0.570694087403599,0,0.445945945945946,74,389,0,0.0230050323508267,0.0352264557872035,0.0625449317038102,0.339324227174694,0.342918763479511,0.0337886412652768
"Skal Labissiere",0.459459459459459,0.352941176470588,0.805084745762712,118,407,51,0.0395161290322581,0.0588709677419355,0.0580645161290323,0.232258064516129,0.421774193548387,0.0201612903225806
"George Hill",0.47979797979798,0.453125,0.777777777777778,99,198,128,0.010498687664042,0.05249343832021,0.10411198600175,0.102362204724409,0.385826771653543,0.0341207349081365
"Vince Carter",0.483050847457627,0.345454545454545,0.756756756756757,37,118,165,0.0253411306042885,0.0350877192982456,0.0672514619883041,0.144249512670565,0.305068226120858,0.0409356725146199
"Frank Mason",0.384353741496599,0.36046511627907,0.817391304347826,115,294,86,0.0101626016260163,0.0660569105691057,0.149390243902439,0.132113821138211,0.419715447154472,0.0345528455284553
"LaMarcus Aldridge",0.525896414342629,0.293478260869565,0.837092731829574,399,1255,92,0.0358708648864089,0.0442407333599043,0.0605819051414906,0.253088880031885,0.691510561976883,0.0171383021123954
"Patty Mills",0.470149253731343,0.371980676328502,0.889830508474576,118,268,414,0.00522069292833412,0.0503084954912197,0.108685334598956,0.0730897009966777,0.388704318936877,0.0261034646416706
